received_time, packet_text, rssi
1689322364219075376, 3, -94
1689322364469425542, 4, -99
1689322364596767899, 2, -100
1689322365135768868, 2, -105
1689322365170797429, 3, -99
1689322365268795179, 4, -98
1689322365471998029, 2, -101
1689322365777095720, 3, -95
1689322366255260659, 2, -105
1689322366586256100, 2, -102
1689322366773402225, 3, -90
1689322366962768911, 2, -106
1689322367112548250, 3, -98
1689322367236657765, 2, -103
1689322367296447559, 4, -102
1689322367438319301, 2, -105
1689322367900076852, 3, -95
1689322368113267693, 2, -107
1689322368155695941, 4, -97
1689322368315726247, 4, -98
1689322368478685196, 4, -99
1689322368498711983, 3, -98
1689322368612953605, 2, -103
1689322368637943525, 4, -98
1689322368740147316, 3, -95
1689322368977723863, 2, -103
1689322369279734219, 3, -94
1689322369347209131, 3, -94
1689322369647786994, 4, -98
1689322369759128210, 3, -99
1689322369856576752, 2, -104
1689322369897478316, 2, -104
1689322369982259047, 2, -103
1689322370005917130, 3, -95
1689322370029639153, 2, -103
1689322370113265384, 3, -94
1689322370351591757, 2, -103
1689322370457063584, 4, -100
1689322370766448918, 2, -104
1689322370842336302, 3, -97
1689322370962400260, 3, -94
1689322371206260731, 4, -97
1689322371422659412, 2, -104
1689322371497547679, 3, -93
1689322371579896753, 4, -102
1689322371795301125, 3, -95
1689322372156918778, 3, -97
1689322372185954718, 2, -103
1689322372360725167, 4, -98
1689322372417318966, 3, -96
1689322372483804470, 4, -101
1689322372674107772, 4, -98
1689322372952395296, 2, -103
1689322373096597813, 3, -98
1689322373508786946, 4, -101
1689322373669122145, 3, -97
1689322373759031919, 4, -100
1689322373814173823, 2, -105
1689322374532697211, 4, -98
1689322374568114840, 4, -99
1689322374686077843, 3, -99
1689322374719642407, 2, -104
1689322375132720604, 4, -97
1689322375196894757, 4, -98
1689322375355320910, 3, -96
1689322375738020967, 2, -104
1689322375837105544, 4, -101
1689322375927657868, 3, -94
1689322376109325712, 2, -106
1689322376236060511, 2, -110
1689322376694579124, 4, -93
1689322377173789913, 2, -104
1689322377229047007, 3, -95
1689322377459592189, 4, -101
1689322377510504006, 3, -94
1689322377710569083, 4, -99
1689322377782647989, 2, -104
1689322378344799140, 2, -107
1689322378383871109, 3, -95
1689322378440987609, 4, -99
1689322378477650649, 2, -107
1689322378790465040, 4, -98
1689322378984828850, 2, -112
1689322379072370280, 2, -109
1689322379113623282, 3, -92
1689322379167078341, 4, -98
1689322379217283053, 4, -98
1689322379334025040, 2, -110
1689322380105503613, 4, -101
1689322380127810732, 3, -96
1689322380179735007, 2, -107
1689322380628258262, 2, -108
1689322380822164465, 4, -102
1689322380883469866, 2, -112
1689322381056951570, 4, -101
1689322381084653863, 3, -93
1689322381277745784, 4, -101
1689322381532775187, 2, -116
1689322381565442956, 4, -98
1689322381655705303, 3, -98
1689322381788843912, 2, -114
1689322382131991294, 3, -94
1689322382383008727, 4, -100
1689322382441260014, 3, -94
1689322383102955123, 3, -93
1689322383226807436, 4, -100
1689322383345432397, 2, -105
1689322383702171874, 2, -108
1689322383756168283, 2, -108
1689322383797073812, 3, -94
1689322384034703225, 3, -96
1689322384202614401, 4, -99
1689322384574934206, 3, -94
1689322384714101003, 2, -110
1689322384910897958, 3, -94
1689322385184601351, 4, -99
1689322385270737251, 3, -96
1689322385682817289, 4, -98
1689322385796750354, 3, -95
1689322386015039636, 2, -107
1689322386452304177, 3, -96
1689322386533020418, 2, -107
1689322386649367463, 4, -101
1689322387084217768, 3, -93
1689322387349570903, 3, -96
1689322387511447918, 2, -103
1689322387643838769, 4, -99
1689322387989353050, 4, -100
1689322388207445434, 3, -99
1689322388369944628, 2, -103
1689322388577662630, 3, -93
1689322388622156522, 2, -102
1689322388925276203, 4, -101
1689322389036557131, 2, -104
1689322389153977892, 3, -97
1689322389435563728, 4, -98
1689322389594628493, 3, -97
1689322389727826726, 4, -95
1689322390047678567, 4, -103
1689322390276548848, 3, -97
1689322390455513855, 2, -102
1689322390672779657, 3, -98
1689322390695510092, 4, -102
1689322391098800390, 4, -99
1689322391159614971, 4, -97
1689322391338428075, 3, -95
1689322391383264223, 2, -101
1689322391448550763, 3, -97
1689322392176756784, 4, -93
1689322392367594385, 3, -99
1689322392400593844, 2, -105
1689322392619552134, 2, -101
1689322392646719265, 2, -101
1689322392963989865, 4, -99
1689322393246876796, 3, -95
1689322393312884941, 3, -95
1689322393424438353, 2, -101
1689322393526279057, 4, -100
1689322393607343042, 3, -95
1689322394163989083, 3, -95
1689322394333785405, 2, -104
1689322394486333610, 4, -98
1689322394613707530, 3, -97
1689322394975417695, 4, -98
1689322395165597830, 2, -101
1689322395291888617, 3, -95
1689322395635187983, 4, -101
1689322395941384719, 3, -99
1689322396086541144, 2, -103
1689322396339913317, 4, -102
1689322396375925286, 2, -105
1689322396565536722, 2, -104
1689322396616447545, 3, -96
1689322397061983191, 4, -98
1689322397149100889, 4, -98
1689322397427911355, 3, -97
1689322397474519241, 2, -103
1689322397503928183, 2, -104
1689322398348571753, 3, -95
1689322398380419751, 4, -100
1689322398710440652, 4, -100
1689322398778434630, 3, -99
1689322398824815736, 2, -102
1689322399399022209, 4, -99
1689322399726793537, 2, -103
1689322400143587316, 3, -96
1689322400178838117, 4, -101
1689322400760837299, 4, -97
1689322401024228432, 2, -105
1689322401078306015, 3, -96
1689322401279456872, 3, -92
1689322401485997404, 2, -106
1689322401722367839, 3, -95
1689322402027700144, 2, -99
1689322402112201992, 2, -104
1689322402399125942, 4, -101
1689322402491237505, 2, -104
1689322402611132439, 4, -101
1689322402782452001, 3, -99
1689322403005266971, 2, -104
1689322403209579148, 4, -101
1689322403458006574, 3, -99
1689322403841685431, 4, -100
1689322403978631759, 2, -104
1689322404154634149, 3, -98
1689322404359407282, 3, -96
1689322404594389219, 4, -97
1689322404857105034, 2, -109
1689322405112850232, 2, -106
1689322405164554275, 3, -98
1689322405224815990, 4, -101
1689322405374365360, 2, -105
1689322405449541961, 4, -100
1689322405488682821, 4, -99
1689322405523936189, 4, -101
1689322405675843461, 3, -95
1689322405825671625, 2, -105
1689322406204628671, 4, -99
1689322406484919213, 2, -104
1689322406557162869, 3, -97
1689322406623381485, 4, -98
1689322407015884360, 2, -107
1689322407500614987, 4, -101
1689322407542822321, 3, -95
1689322407825614886, 3, -96
1689322407959695224, 2, -104
1689322408286235134, 2, -103
1689322408510896138, 4, -98
1689322408612107069, 3, -95
1689322408766910312, 2, -102
1689322408971019993, 4, -98
1689322409028020349, 4, -98
1689322409369139355, 3, -96
1689322409429015334, 3, -96
1689322409776122776, 2, -98
1689322409826945868, 3, -101
1689322409962869328, 4, -100
1689322410056313200, 2, -99
1689322410477528607, 2, -105
1689322410513660177, 3, -104
1689322410872598959, 4, -105
1689322410926437469, 3, -101
1689322411488644807, 2, -100
1689322411845533722, 4, -98
1689322412105737884, 4, -106
1689322412208865542, 2, -100
1689322412248017127, 3, -103
1689322412583493260, 4, -103
1689322413027065427, 3, -99
1689322413097958188, 3, -95
1689322413215082745, 2, -100
1689322413519560886, 2, -98
1689322413911843513, 2, -98
1689322413990710612, 3, -101
1689322414359009401, 3, -100
1689322414485002709, 2, -102
1689322414529779249, 4, -102
1689322414672437785, 3, -102
1689322414757986012, 4, -103
1689322414936306670, 4, -100
1689322415062716762, 4, -100
1689322415399919683, 2, -97
1689322415565056666, 3, -103
1689322415657351806, 2, -97
1689322416065594658, 4, -101
1689322416428386881, 3, -100
1689322416548888708, 2, -97
1689322416717683806, 4, -104
1689322417105216130, 4, -100
1689322417140189824, 3, -99
1689322417219108365, 2, -100
1689322417583301077, 4, -100
1689322418034463461, 3, -99
1689322418192866951, 4, -101
1689322418266807353, 3, -99
1689322418371108336, 3, -99
1689322418801991500, 2, -101
1689322418858341457, 4, -99
1689322419207742485, 3, -100
1689322419443055156, 4, -103
1689322419549093644, 2, -97
1689322420152397629, 3, -99
1689322420178690248, 3, -103
1689322420266242972, 4, -99
1689322420317582715, 4, -100
1689322420601006643, 2, -97
1689322420736940578, 4, -100
1689322420839063201, 3, -99
1689322420932472258, 2, -97
1689322421267076863, 2, -97
1689322421496877902, 4, -99
1689322421719939394, 3, -103
1689322422007052570, 2, -98
1689322422288085141, 2, -98
1689322422361392441, 4, -102
1689322422433734395, 3, -98
1689322422666182807, 2, -97
1689322422713696989, 3, -99
1689322423268358159, 4, -100
1689322423355751294, 2, -96
1689322423609532796, 3, -101
1689322423989059004, 2, -98
1689322424177405892, 4, -99
1689322424328259936, 3, -104
1689322424503415790, 2, -98
1689322424852740070, 3, -100
1689322425070996705, 2, -96
1689322425183448109, 4, -100
1689322425562462239, 3, -102
1689322425781097670, 3, -100
1689322425821853803, 2, -97
1689322425981923967, 4, -105
1689322426396046704, 3, -103
1689322426487661356, 2, -96
1689322426696481680, 4, -102
1689322427276126339, 4, -100
1689322427318593612, 3, -106
1689322427411255981, 2, -95
1689322427467004357, 3, -109
1689322427791045179, 4, -103
1689322427934655703, 2, -97
1689322428083837446, 2, -93
1689322428578057971, 3, -107
1689322428703131069, 4, -98
1689322428743898438, 3, -105
1689322428813616677, 2, -97
1689322429192851780, 2, -99
1689322429229036485, 4, -101
1689322429760908915, 3, -107
1689322430338704142, 2, -97
1689322430385373669, 4, -106
1689322430436747381, 3, -105
1689322430896711931, 4, -108
1689322431122592487, 2, -97
1689322431201763483, 3, -105
1689322431424979638, 3, -108
1689322431814835450, 4, -99
1689322431859706583, 3, -103
1689322431976538215, 2, -96
1689322432068073538, 2, -100
1689322432526799399, 4, -105
1689322432572524592, 4, -108
1689322432700834023, 3, -105
1689322432741408264, 2, -95
1689322433128291188, 2, -98
1689322433185604944, 4, -111
1689322433312937341, 3, -106
1689322433707417132, 4, -106
1689322433767563859, 2, -99
1689322433844318740, 2, -99
1689322434248878521, 3, -100
1689322434272380363, 3, -100
1689322434325170876, 2, -97
1689322434677497102, 4, -104
1689322434872770205, 4, -105
1689322434953736075, 2, -98
1689322434979415484, 3, -102
1689322435130636757, 4, -105
1689322435309557263, 4, -104
1689322435539528636, 3, -105
1689322435676077556, 4, -104
1689322435836402226, 2, -93
1689322435938840049, 3, -101
