received_time, packet_text, rssi
1689841837039704499, 5, -83
1689841837171953978, 2, -79
1689841837391535593, 5, -85
1689841837462746947, 4, -81
1689841837677941478, 3, -90
1689841837768744186, 2, -83
1689841837894335852, 5, -85
1689841838245261477, 2, -81
1689841838320802050, 4, -84
1689841838491653977, 3, -91
1689841838600783195, 3, -92
1689841838759202674, 5, -84
1689841838801725903, 4, -84
1689841838833502466, 2, -83
1689841838956109341, 4, -84
1689841838980082413, 5, -85
1689841839170336528, 3, -87
1689841839402732882, 5, -86
1689841839789767308, 2, -78
1689841839892316214, 5, -87
1689841840056313089, 4, -82
1689841840405717933, 3, -88
1689841840489805589, 2, -87
1689841840712870953, 5, -87
1689841840746326161, 3, -103
1689841840900231109, 4, -84
1689841841112333661, 2, -96
1689841841595249442, 5, -87
1689841841664472358, 3, -93
1689841841684216889, 5, -87
1689841841754602410, 2, -89
1689841841896080900, 4, -85
1689841842038332566, 4, -84
1689841842073195639, 5, -87
1689841842117141316, 2, -89
1689841842138586368, 3, -93
1689841842542695951, 2, -85
1689841842697347722, 5, -86
1689841842728935013, 4, -88
1689841842880720742, 4, -88
1689841842973636628, 3, -87
1689841843164740898, 3, -95
1689841843274303711, 4, -89
1689841843294034648, 2, -80
1689841843394020325, 2, -84
1689841843437818450, 3, -98
1689841843653424543, 5, -91
1689841843704754283, 2, -84
1689841843825657200, 3, -90
1689841844016007512, 4, -89
1689841844296683397, 2, -84
1689841844543416626, 5, -88
1689841844772382563, 3, -91
1689841844827981001, 2, -82
1689841844943861053, 4, -87
1689841845091505271, 2, -82
1689841845222981000, 5, -87
1689841845377943031, 3, -93
1689841845524983344, 4, -93
1689841845875381468, 2, -79
1689841845896780635, 5, -90
1689841846142191364, 4, -88
1689841846775241103, S, -83
1689841846902598603, 4, -93
1689841847034793603, 4, -91
1689841847301373290, 2, -83
1689841847457559436, 5, -90
1689841847516377717, 3, -87
1689841847614173602, 2, -85
1689841847659392821, 5, -90
1689841847810672404, 4, -90
1689841847955324123, 3, -97
1689841848495406883, 5, -87
1689841848527279956, 2, -87
1689841848894624955, 2, -98
1689841849133084278, 4, -84
1689841849170260840, 5, -84
1689841849246566986, 4, -84
1689841849265486101, 3, -93
1689841849573721205, 3, -98
1689841849598700163, 4, -84
1689841849673589642, 2, -80
1689841849787299694, 3, -88
1689841849827966673, 4, -89
1689841850095810996, 3, -88
1689841850145252558, 5, -84
1689841850272176985, 4, -86
1689841850635849173, 2, -82
1689841850723094745, 4, -86
1689841850860388599, 4, -90
1689841850942382922, 2, -85
1689841851068280214, 5, -84
1689841851090003130, 3, -92
1689841851741219797, 2, -83
1689841851803661151, 5, -83
1689841852060474484, 3, -90
1689841852180944900, 2, -91
1689841852242160005, 2, -95
1689841852362492348, 4, -85
1689841852659250525, 2, -96
1689841852699015421, 4, -87
1689841852818111515, 5, -84
1689841852866562296, 4, -90
1689841852970020264, 3, -98
1689841853189666514, 3, -97
1689841853304419275, 2, -85
1689841853385420837, 5, -86
1689841853409437608, 4, -88
1689841853487679639, 3, -91
1689841853535634222, 5, -83
1689841853697505524, 2, -86
1689841853743645681, 2, -83
1689841853839293233, 3, -89
1689841854000326045, 4, -85
1689841854135194691, 3, -92
1689841854313697816, 4, -88
1689841854502878493, 5, -84
1689841854588501930, 2, -83
1689841854654458024, 3, -98
1689841854807851461, 3, -94
1689841855091122763, 5, -81
1689841855158451877, 4, -91
1689841855232916565, 4, -89
1689841855383729117, 3, -95
1689841855558117502, 2, -81
1689841855864860106, 3, -98
1689841855934885210, 4, -89
1689841856044250575, 5, -83
1689841856397597450, 5, -84
1689841856417600314, , -76
1689841856498295210, 2, -79
1689841856607138335, 4, -89
1689841857053877085, 5, -84
1689841857161243022, 3, -100
1689841857215276876, 4, -87
1689841857240869897, 2, -80
1689841857276949584, 4, -89
1689841857905514480, 5, -84
1689841857985645313, 2, -80
1689841858020151198, 3, -98
1689841858201333021, 4, -88
1689841858389642136, 4, -85
1689841858523325990, 2, -79
1689841858656307136, 5, -80
1689841858758568542, 4, -86
1689841858830815000, 3, -94
1689841858851903698, 5, -85
1689841858931986094, 5, -85
1689841858989503073, 3, -101
1689841859486557760, 2, -79
1689841859605493020, 4, -87
1689841859746927552, 5, -82
1689841859785691249, 4, -88
1689841859839625729, 5, -82
1689841859903528801, 5, -82
1689841859977212291, 4, -89
1689841860000237916, 3, -96
1689841860025871926, 4, -89
1689841860217216978, 5, -83
1689841860284636666, 2, -85
1689841860404232968, 4, -87
1689841860581586041, 3, -91
1689841860844061249, 3, -93
1689841860926187290, 5, -82
1689841861237992030, ], -87
1689841861437838228, 4, -91
1689841861460913748, 3, -94
1689841861617725728, 3, -90
1689841861832319113, 5, -88
1689841861964044321, 2, -93
1689841862192237394, 2, -87
1689841862222003227, 5, -86
1689841862342696092, 3, -92
1689841862412253019, 3, -93
1689841862508248487, 4, -97
1689841862557977237, 2, -88
1689841862666005154, 4, -96
1689841863202243279, 5, -91
1689841863331738018, 2, -79
1689841863398155831, 3, -93
1689841863512356299, 4, -86
1689841863814438122, 5, -82
1689841863863224060, 2, -82
1689841863883922132, 5, -83
1689841864259081768, 5, -83
1689841864344643174, 4, -85
1689841864527533486, 2, -78
1689841864681614788, 4, -86
1689841865218498382, 2, -77
1689841865284667548, 3, -98
1689841865513522861, 4, -86
1689841865817837965, 3, -95
1689841865889977392, 3, -98
1689841865998751715, 5, -88
1689841866031515829, 4, -91
1689841866097168121, 5, -88
1689841866180959215, 2, -78
1689841866351934110, 5, -90
1689841866787842704, d, -82
1689841866877893225, 3, -91
1689841867012928797, 3, -96
1689841867039954787, 4, -92
1689841867277168381, 4, -96
1689841867319071349, 5, -86
1689841867508146610, 3, -92
1689841867640664995, 5, -86
1689841867724728380, 2, -89
1689841867817513641, 3, -93
1689841868024698224, 4, -88
1689841868204885151, 4, -87
1689841868333279630, 4, -90
1689841868371578797, 2, -88
1689841868467361661, 5, -85
1689841868660992755, 3, -97
1689841868779171817, 2, -87
1689841868901437078, 5, -86
1689841869068105151, 4, -87
1689841869168299213, 4, -85
1689841869224874994, 2, -79
1689841869468798588, 3, -89
1689841869783098640, 5, -85
1689841870191364837, 2, -81
1689841870251224317, 2, -81
1689841870280304994, 4, -87
1689841870323526764, 3, -89
1689841870399501817, 5, -84
1689841870599833796, 4, -90
1689841870975097910, 3, -90
1689841871023873379, 2, -80
1689841871256207129, 5, -84
1689841871340882754, 4, -91
1689841871368586087, 2, -78
1689841871642121816, 3, -92
1689841871765111712, 4, -98
1689841871941121191, 2, -75
1689841872078970774, 4, -91
1689841872253780774, 2, -84
1689841872407358013, 5, -86
1689841872534184211, 4, -88
1689841872584068118, 3, -90
1689841872921162857, 2, -90
1689841873226846763, 5, -77
1689841873323480148, 3, -92
1689841873636041659, 5, -89
1689841873661014523, 4, -87
1689841873876619471, 3, -85
1689841874105349731, 2, -88
1689841874351106710, 2, -88
1689841874634329106, 4, -82
1689841874665466294, 3, -87
1689841874859246450, 4, -84
1689841874975196346, 4, -87
1689841875026458846, 2, -102
1689841875388574887, 4, -88
1689841875557149731, 3, -88
1689841875719480981, 2, -82
1689841875868615199, 5, -86
1689841876103866085, 3, -88
1689841876166156032, 2, -84
1689841876214460043, 2, -81
1689841876397944470, 4, -90
1689841876534517751, 5, -87
1689841876790204001, 2, -80
1689841876863008376, 5, -85
1689841877083318845, 3, -90
1689841877131521345, 5, -83
1689841877203579261, 5, -85
1689841877239242594, 4, -92
1689841877349236292, 2, -85
1689841877376677855, 4, -91
1689841877607641084, 4, -91
1689841877649539261, 5, -85
1689841877780991865, 3, -90
1689841878282911084, 2, -85
1689841878370557594, 2, -88
1689841878481614156, 5, -88
1689841878628387594, 4, -88
1689841878804021708, 3, -91
1689841878999355823, 3, -90
1689841879025127490, 2, -84
1689841879128352073, 5, -83
1689841879323298479, 4, -84
1689841879441382958, 3, -86
1689841879650458791, 5, -86
1689841879700195875, 4, -84
1689841879748972125, 2, -96
1689841880086007229, 3, -88
1689841880215392489, 5, -86
1689841880385321968, 5, -89
1689841880507922020, 4, -87
1689841880602014155, 2, -84
1689841880950703062, 3, -85
1689841881062470874, 2, -84
1689841881140186603, 2, -80
1689841881375433738, 3, -89
1689841881412733634, 4, -88
1689841881876080874, 4, -87
1689841881909815197, 2, -79
1689841882049616134, 5, -84
1689841882120115353, 5, -83
1689841882327121082, 2, -87
1689841882527954675, 5, -84
1689841882827385769, 3, -90
1689841882956852071, 2, -83
1689841883101096081, 5, -91
1689841883175678529, 2, -86
1689841883372360977, 4, -92
1689841883438764206, 5, -90
1689841883555449154, 4, -101
1689841883616659467, 5, -90
1689841883671814258, 5, -90
1689841883784577800, 3, -90
1689841883838588842, 2, -91
1689841884098785821, 2, -88
1689841884156963425, 4, -93
1689841884438216498, 3, -88
1689841884489138581, 3, -89
1689841884555701029, 5, -86
1689841884773210664, 4, -90
1689841884879608789, 2, -85
1689841884951654102, 3, -83
1689841885157113737, 2, -89
1689841885362029935, 3, -87
1689841885496113528, 2, -87
1689841885550499778, 5, -86
1689841885959076028, 4, -80
1689841886005331809, 3, -93
1689841886224758268, 3, -90
1689841886246959934, 4, -79
1689841886275670768, 5, -94
1689841886473155976, 2, -83
1689841886666503736, 4, -81
1689841886915100872, 4, -82
1689841886938691340, 4, -83
1689841887023780976, 2, -84
1689841887291866913, 5, -87
1689841887425207225, 4, -85
1689841887501263580, 3, -84
1689841887628941027, 2, -83
1689841888127415142, 2, -91
1689841888158529256, 5, -87
1689841888300694933, 4, -87
1689841888460732538, 3, -81
1689841888728482381, 5, -93
1689841888824487225, 5, -93
1689841889043219360, 2, -85
1689841889162143266, 3, -83
1689841889215637589, 3, -83
1689841889378549985, 4, -84
1689841889442330037, 2, -95
1689841889633644464, 4, -83
1689841889685871495, 3, -84
1689841889825224777, 2, -91
1689841889877499360, 2, -91
1689841890063858422, 4, -80
1689841890169503214, 4, -82
1689841890246165349, 5, -91
1689841890583873266, 2, -92
1689841890675890505, 3, -84
1689841890889489099, 3, -84
1689841891068371026, 4, -82
1689841891210634984, 5, -95
1689841891367162380, 3, -82
1689841891521060193, 5, -93
1689841891571753317, 2, -88
1689841891947517015, 4, -79
1689841892212809880, 3, -83
1689841892415797796, 4, -77
1689841892487257588, 2, -91
1689841892680684359, 3, -84
1689841892706104827, 5, -93
1689841893331986442, 4, -78
1689841893360825608, 3, -83
1689841893436123160, 2, -88
1689841894010838212, 4, -78
1689841894078511129, 3, -84
1689841894105605035, 3, -84
1689841894328294150, 5, -90
1689841894604455712, 2, -86
1689841894796816545, 5, -88
1689841894929840972, 3, -80
1689841895156980504, 5, -95
1689841895242239983, 5, -95
1689841895321071493, 3, -81
1689841895360229826, 4, -80
1689841895460896285, 4, -81
1689841895523873368, 3, -82
1689841895615960087, 3, -82
1689841895936016284, 5, -97
1689841896092595711, 4, -83
1689841896149798836, 5, -97
1689841896341448316, 2, -95
1689841896453372795, 4, -85
1689841896517302690, 3, -84
1689841896719450763, 3, -84
1689841896847103628, 4, -94
1689841896991711180, 5, -79
1689841897125780711, 2, -84
1689841897154813055, 5, -88
1689841897340176284, 3, -84
1689841897470129982, 4, -88
1689841897649597221, 5, -94
1689841897709627013, 5, -94
1689841898035482117, 2, -89
1689841898156574669, 3, -83
1689841898458251023, 5, -101
1689841898478806440, 4, -85
1689841898598027221, 2, -90
1689841898681339356, 4, -85
1689841898734017481, 3, -83
1689841898902476440, 3, -82
1689841899140763106, 4, -85
1689841899196404200, 5, -88
1689841899325493523, 3, -82
1689841899565688575, 5, -96
1689841899614678783, 2, -91
1689841899666704616, 5, -91
1689841899859643366, 4, -80
1689841900042541491, 3, -82
1689841900256733522, 4, -78
1689841900316680033, 2, -89
1689841900598621543, 5, -89
1689841900749208835, 3, -83
1689841900891715449, 2, -89
1689841900945001855, 5, -92
1689841901256717689, 4, -80
1689841901431610189, 5, -97
1689841901700541803, 2, -90
1689841901759909511, 3, -83
1689841901946683053, 3, -83
1689841902186692324, 4, -81
1689841902227697688, 5, -96
1689841902451489251, 4, -83
1689841902583605344, 2, -88
1689841902716553834, 5, -92
1689841902747650084, 3, -86
1689841902986339615, 4, -87
1689841903152442167, 2, -84
1689841903222837584, 3, -83
1689841903485786906, 2, -84
1689841903608343052, 5, -89
1689841903888853104, 4, -84
1689841904010522375, 3, -83
1689841904202694198, 5, -91
1689841904229524354, 4, -80
1689841904380113417, 5, -89
1689841904531883729, 2, -86
1689841904628386958, 3, -83
1689841904745921958, 4, -75
1689841904939105343, 4, -79
1689841904989536385, 3, -84
1689841905079979041, 2, -84
1689841905461793364, 3, -78
1689841905516322791, 5, -87
1689841905687241228, 4, -77
1689841905825437322, 2, -89
1689841905906467166, 2, -83
1689841905943698520, 4, -77
1689841906235471072, 3, -85
1689841906310436489, 5, -93
1689841906514860239, 5, -88
1689841906559877009, 4, -79
1689841906609494405, 3, -84
1689841906885633936, 2, -96
1689841907088787686, 5, -88
1689841907134665082, 5, -87
1689841907339649926, 3, -85
1689841907441751697, 4, -79
1689841907552173103, 4, -79
1689841907583802113, 3, -87
1689841907632734874, 3, -82
1689841907811302269, 4, -80
1689841908062370030, 2, -95
1689841908146937478, 5, -90
1689841908183799613, 2, -106
1689841908261326905, 4, -81
1689841908500841436, 4, -77
1689841908544925238, 3, -84
1689841908702878154, 4, -81
1689841908959525290, 3, -85
1689841909307513623, 3, -89
1689841909364130550, 4, -83
1689841909470284977, 4, -79
1689841909557010029, 2, -86
1689841909792209769, 4, -84
1689841909829540862, 5, -88
1689841910010303310, 2, -84
1689841910138991123, 3, -86
1689841910309653102, 3, -86
1689841910343823154, 2, -83
1689841910435549300, 4, -82
1689841910470605602, 2, -84
1689841910691945393, 2, -85
1689841910769510445, 5, -94
1689841910821729143, 3, -89
1689841910867267164, 3, -87
1689841910888678154, 5, -93
1689841911044858362, 4, -82
1689841911303297580, 5, -94
1689841911367739664, 3, -87
1689841911546567476, 4, -80
1689841911582350185, 2, -85
1689841911653207945, 5, -95
1689841911872241851, 4, -79
1689841912200841278, 3, -86
1689841912234762372, 2, -83
1689841912365317476, 5, -94
1689841912422872059, 4, -78
1689841912504145653, 5, -90
1689841912530277007, 3, -89
1689841912812707528, 2, -82
1689841912941718205, 5, -90
1689841913146658621, 4, -81
1689841913260208257, 4, -78
1689841913629390340, 2, -96
1689841913803451902, 2, -85
1689841913866442215, 4, -81
1689841913904493048, 5, -90
1689841914023675496, 5, -86
1689841914124125288, 5, -86
1689841914186781486, 3, -86
1689841914220128204, 2, -90
1689841914250757267, 5, -87
1689841914352269819, 2, -88
1689841914386917840, 3, -89
1689841914439493725, 4, -83
1689841914694223412, 5, -90
1689841914900075339, 2, -86
1689841914999083517, V, -83
1689841915064538777, 3, -88
1689841915185707266, 4, -84
1689841915505030391, 2, -89
1689841915566677475, 3, -90
1689841915627767423, 6, -83
1689841915720694506, 4, -85
1689841915932462943, 5, -94
1689841916180510756, 3, -91
1689841916320797266, 4, -85
1689841916446203256, 2, -84
1689841916560438933, 5, -87
1689841917022819141, 5, -84
1689841917093653828, 4, -83
1689841917158188516, 3, -92
1689841917181228359, 2, -83
1689841917331879714, 4, -84
1689841917402575339, 5, -89
1689841917741593151, 4, -86
1689841917944797057, 3, -89
1689841918005043463, 4, -86
1689841918025025599, 2, -82
1689841918282096797, 5, -90
1689841918438619869, 5, -93
1689841918465234869, 2, -85
1689841918543801901, 4, -90
1689841918563734609, 3, -93
1689841918593405651, 3, -93
1689841918851005182, 3, -90
1689841919109990963, 4, -88
1689841919235794921, 2, -87
1689841919310345754, 2, -81
1689841919471136015, 4, -90
1689841919608725650, 3, -92
1689841919728348046, 4, -91
1689841919878420442, 5, -89
1689841920022034921, 5, -90
1689841920059396171, 2, -90
1689841920310956848, 3, -90
1689841920704686327, 4, -92
1689841920854666691, 5, -91
1689841920975662160, 2, -87
1689841921081749868, 5, -90
1689841921203848514, 3, -89
1689841921419770545, 5, -91
1689841921620316274, 5, -88
1689841921726038774, 3, -90
1689841921879918722, 3, -86
1689841921968483566, 3, -90
1689841922134540545, 3, -90
1689841922424450232, 3, -90
1689841922490129034, 4, -99
1689841922596147993, 2, -85
1689841922877477420, 2, -91
1689841923124336847, 3, -93
1689841923342777732, 2, -89
1689841923463692263, 5, -84
1689841923547999763, 4, -89
1689841923693479399, 4, -90
1689841923798609451, 4, -89
1689841923831806638, 3, -96
1689841923983482211, 3, -93
1689841924088095648, 2, -85
1689841924155511534, 4, -87
1689841924300541325, 5, -84
1689841924750897679, 2, -78
1689841924994840283, 3, -96
1689841925162724554, 4, -84
1689841925381516169, 5, -82
1689841925425418512, 2, -78
1689841925507236325, 3, -95
1689841925594573096, 2, -79
1689841925965691533, 4, -91
1689841926001799085, 3, -90
1689841926224717679, 2, -83
1689841926262546012, 4, -91
1689841926331928512, 5, -84
1689841926381034918, 2, -82
1689841926790235856, 3, -91
1689841926853592887, 5, -82
1689841927295413981, 5, -86
1689841927350043616, 2, -84
1689841927588272053, 5, -86
1689841927654635491, 5, -85
1689841928213140230, 4, -89
1689841928241796949, 2, -92
1689841928362464501, 3, -97
1689841928664685230, 5, -84
1689841928742250647, 4, -92
1689841928871091480, 4, -94
1689841929091713251, 2, -90
1689841929195008199, 2, -88
1689841929232411949, 3, -97
1689841929329294188, 3, -101
1689841929364760490, 5, -80
1689841929434419709, 4, -89
1689841929694216688, 3, -93
1689841929874653719, 2, -91
1689841929910508042, 4, -89
1689841930041729448, 3, -91
1689841930257698094, 3, -94
1689841930485712365, 3, -86
1689841930606081063, 2, -95
1689841930940485802, 3, -96
1689841931065369083, 5, -89
1689841931124225594, 4, -91
1689841931314268562, 4, -90
1689841931368384135, 3, -97
1689841931536156114, 2, -87
1689841931649909083, 5, -84
1689841931770157833, 5, -84
1689841931986171114, 4, -91
1689841932257894291, 2, -85
1689841932440296635, 3, -99
1689841932510938926, 5, -83
1689841932544803145, 4, -91
1689841932656016895, 5, -86
1689841933035407885, 5, -84
1689841933081253353, 2, -82
1689841933281459864, 3, -90
1689841933320688562, 2, -86
1689841933443868718, 5, -85
1689841933473836478, 3, -94
1689841933511156426, 4, -91
1689841933628372780, 3, -99
1689841933657489916, 4, -91
1689841933684729655, 5, -83
1689841933837930801, 2, -86
1689841934095312884, 3, -95
1689841934189120801, 4, -90
1689841934328240488, 4, -89
1689841934540623509, 2, -80
1689841934573545124, 5, -84
1689841934792396321, 4, -92
1689841934978818457, 3, -92
1689841935174341269, 2, -79
1689841935212477675, 5, -86
1689841935795096529, 5, -82
1689841935879883040, 2, -84
1689841936004160279, 5, -86
1689841936051850123, 3, -105
1689841936230607363, 3, -93
1689841936600691685, 2, -86
1689841936703856321, 5, -82
1689841937006599289, 4, -95
1689841937136645539, 3, -89
1689841937177948768, 4, -83
1689841937294752414, 2, -86
1689841937494275279, 5, -84
1689841937527574289, 4, -99
1689841937603367883, 3, -92
1689841937641454029, 2, -82
1689841937685592258, 4, -93
1689841938016246216, 4, -94
1689841938098794028, 5, -86
1689841938237680903, 2, -81
1689841938299787935, 2, -87
1689841938733868559, 5, -89
1689841938782705278, 5, -89
1689841938862104809, 2, -84
1689841938892470903, 4, -95
1689841939008083664, 3, -92
1689841939133287257, 4, -96
1689841939242281216, 2, -87
1689841939579987726, 2, -84
1689841939602962570, 2, -86
1689841939668226684, 5, -85
1689841939708008507, 3, -90
1689841939758254184, 2, -90
1689841940044883976, 4, -100
1689841940231412778, 3, -88
1689841940261378038, 2, -86
1689841940338074288, 3, -89
1689841940373016944, 3, -90
1689841940512996111, 5, -88
1689841940604359705, 4, -95
1689841940821331215, 3, -90
1689841941265963663, 2, -84
1689841941293392777, 5, -94
1689841941404222465, 4, -96
1689841941444116006, 2, -89
1689841941480179496, 2, -89
1689841941534616475, 3, -95
1689841941897032725, 5, -85
1689841942231350641, 3, -92
1689841942428734548, 4, -98
1689841942666131318, 3, -89
1689841942792358818, 2, -77
1689841943011719652, 4, -92
1689841943119721683, 4, -91
1689841943278597672, 5, -94
1689841943398491006, 3, -90
1689841943417649079, 2, -83
1689841943443741006, 5, -90
1689841943547874026, 3, -93
1689841943863526526, 4, -92
1689841944044273349, 5, -87
1689841944280035537, 2, -83
1689841944311748714, 3, -90
1689841944412115328, 2, -86
1689841944675694651, 5, -84
1689841944851582307, 4, -89
1689841944964834390, 4, -91
1689841945159504703, 3, -90
1689841945311961474, 3, -87
1689841945391388401, 5, -84
1689841945876307723, 4, -90
1689841946090702619, 2, -80
1689841946173408140, 3, -91
1689841946324333661, 4, -89
1689841946635859442, 2, -87
1689841946802531161, 2, -80
1689841947034776213, 5, -85
1689841947159244963, 3, -88
1689841947324006890, 4, -89
1689841947594057619, 2, -92
1689841947758867879, 3, -89
1689841947901225223, 5, -89
1689841947990170743, 4, -89
1689841948298317983, 2, -87
1689841948485914233, 4, -90
1689841948531040587, 5, -89
1689841948613618972, 4, -91
1689841948741536212, 5, -90
1689841948775427462, 3, -92
1689841949070037462, 4, -90
1689841949165951368, 2, -89
1689841949281129858, 5, -96
1689841949553798868, 3, -88
1689841949670261055, 2, -88
1689841949779622514, 5, -86
1689841949923217930, 3, -89
1689841949966806055, 4, -96
1689841950241788607, 3, -88
1689841950407462045, 2, -83
1689841950499659805, 5, -86
1689841950685106888, 4, -91
1689841950931122096, 5, -86
1689841951072248763, 2, -87
1689841951226474648, 3, -87
1689841951440081523, 5, -84
1689841951744284596, 2, -85
1689841952016452877, 5, -82
1689841952061907825, 3, -89
1689841952198417513, 2, -85
1689841952311022356, 4, -89
1689841952439670325, 3, -88
1689841952802378710, 4, -86
1689841952823208242, 5, -86
1689841953083826419, 2, -89
1689841953288483971, 3, -89
1689841953615749179, 2, -91
1689841953719595793, 4, -88
1689841953750705533, 2, -89
1689841953801302512, 5, -92
1689841953839711939, 2, -84
1689841953951218397, 5, -90
1689841953972410845, 3, -90
1689841954022187877, 2, -84
1689841954184084595, 2, -89
1689841954491394908, 4, -89
1689841954659761210, 4, -88
1689841954775786470, 4, -90
1689841954939680532, 5, -86
1689841955049546314, 2, -82
1689841955241325845, 4, -92
1689841955275011626, 2, -88
1689841955464145741, 2, -85
1689841955562730532, 3, -89
1689841955668520949, 5, -86
1689841955911930688, 3, -87
1689841956478058032, 2, -75
1689841956660965115, 4, -93
1689841956880791782, 5, -85
1689841957070214230, 5, -84
1689841957090770844, 2, -85
1689841957212343292, 3, -89
1689841957238271886, 5, -84
1689841957403656417, 4, -90
1689841957593282719, 2, -90
1689841957769141521, 5, -81
1689841957870896104, 2, -89
1689841957923763604, 4, -90
1689841958500378552, 2, -96
1689841958684160635, 2, -94
1689841958727171625, 3, -87
1689841958755322041, 4, -89
1689841959257120895, 5, -87
1689841959313915427, 5, -86
1689841959372917718, 4, -84
1689841959434605947, 3, -85
1689841959464417406, 3, -89
1689841959657370583, 3, -86
1689841959967565166, 4, -86
1689841960036798916, 2, -94
1689841960165039176, 4, -86
1689841960609892562, 3, -84
1689841960791793343, 4, -81
1689841960926855270, 3, -90
1689841960990343655, 2, -94
1689841961033759593, 2, -94
1689841961098512978, 2, -100
1689841961245847457, 3, -95
1689841961496105374, 4, -82
1689841961709897040, 2, -87
1689841961786628915, 5, -92
1689841961922179592, 3, -88
1689841962206009696, 4, -82
1689841962497936207, 5, -90
1689841962520924488, 2, -87
1689841962795451519, 3, -83
1689841963032962769, 5, -86
1689841963149522456, 2, -92
1689841963220635373, 4, -85
1689841963585244904, 5, -87
1689841963785449956, 3, -88
1689841963912828914, 2, -99
1689841964198910633, 4, -84
1689841964599506883, 3, -85
1689841964671287091, 2, -94
1689841964873381102, 3, -85
1689841964993308706, 3, -85
1689841965092383393, 5, -106
1689841965211855268, 4, -83
1689841965336453758, 2, -94
1689841965400569226, 4, -83
1689841965440838497, 2, -93
1689841965475230945, 4, -83
1689841965565921570, 4, -84
1689841965599907299, 2, -90
1689841965766133237, 3, -83
1689841965825341362, 5, -99
1689841966154398966, 4, -83
1689841966456082924, 4, -83
1689841966541582351, 5, -98
1689841966637040424, 2, -91
1689841966711010476, 2, -88
1689841966735235007, 3, -86
1689841966919586257, 3, -85
1689841967047729642, 4, -82
1689841967273129694, 3, -88
1689841967298587038, 2, -95
1689841967372952090, 4, -80
1689841967550078861, 2, -93
1689841967699962819, 3, -84
1689841967782967298, 4, -81
1689841968231404746, 3, -85
1689841968296229746, 4, -82
1689841968345834329, 5, -99
1689841968559201308, 3, -79
1689841968864695527, 4, -82
1689841968987716517, 4, -80
1689841969030182819, 4, -80
1689841969335039589, 3, -83
1689841969415617194, 2, -87
1689841969503216360, 2, -88
1689841969621313444, 5, -98
1689841969743740214, 4, -83
1689841969809025527, 4, -81
1689841970418272506, 5, -94
1689841970442514849, 3, -84
1689841970526014224, 4, -83
1689841970759139901, 2, -88
1689841971003520474, 3, -85
1689841971130874485, 3, -85
1689841971272485162, 5, -105
1689841971340451255, 3, -85
1689841971471084068, 4, -83
1689841971588319276, 5, -94
1689841971745411932, 3, -79
1689841971782570526, 2, -101
1689841971856758599, 3, -86
1689841972089090057, 3, -84
1689841972184268911, 3, -86
1689841972464145942, 5, -99
1689841972738060369, 2, -88
1689841972792795942, 4, -83
1689841972911860578, 4, -84
1689841973018294692, 3, -86
1689841973189576463, 2, -86
1689841973247648807, 5, -91
1689841973843018025, 4, -81
1689841973897593598, 2, -93
1689841974453096254, 2, -93
1689841974583565994, 5, -97
1689841974609133494, 3, -85
1689841974639778962, 4, -84
1689841974851850108, 5, -96
1689841975052255629, 3, -86
1689841975114932660, 2, -89
1689841975446584431, 4, -86
1689841975579343858, 5, -105
1689841975695091775, 3, -79
1689841975885810681, 2, -97
1689841976117031514, 5, -91
1689841976179171722, 3, -84
1689841976263093285, 2, -88
1689841976385016358, 4, -83
1689841976632557191, 3, -84
1689841976681313337, 5, -92
1689841977213672659, 4, -84
1689841977246035211, 2, -90
1689841977458074326, 2, -92
1689841977593221618, 4, -83
1689841977727762920, 3, -85
1689841977929279065, 2, -93
1689841978024946044, 3, -85
1689841978175353024, 4, -83
1689841978643657294, 2, -95
1689841978715518336, 3, -86
1689841978880627138, 5, -92
1689841978942808961, 4, -84
1689841979552705054, 5, -96
1689841979590713179, 2, -107
1689841979626310783, 4, -80
1689841979709802554, 4, -83
1689841980068498335, 4, -84
1689841980163178387, 3, -90
1689841980218873127, 5, -90
1689841980241308127, 2, -93
1689841980643472137, 4, -79
1689841980880376564, 2, -89
1689841981015706095, 2, -85
1689841981199720522, 4, -85
1689841981227560054, 5, -95
1689841981282087085, 3, -88
1689841981633874429, 2, -89
1689841981812065314, 2, -96
1689841981940598960, 3, -88
1689841981969985418, 2, -88
1689841982008518283, 4, -84
1689841982174547710, 3, -86
1689841982623155522, 2, -83
1689841982900769063, 5, -88
1689841983004445105, 4, -80
1689841983095362709, 3, -91
1689841983169681147, 2, -89
1689841983193479220, 3, -90
1689841983449426199, 2, -105
1689841983595571407, 3, -87
1689841983635603230, 3, -84
1689841983678148282, 4, -83
1689841983722267865, 5, -100
1689841984037533698, 4, -84
1689841984338731407, 4, -79
1689841984490602240, 3, -90
1689841984713283073, 5, -91
1689841984808365052, 3, -90
1689841984949928594, 2, -88
1689841985226709115, 4, -84
1689841985279035208, 2, -94
1689841985337671198, 4, -85
1689841985409096198, 5, -96
1689841985499201979, 5, -94
1689841985611424896, 5, -91
1689841985636750000, 2, -89
1689841985757167448, 3, -87
1689841985998753489, 3, -90
1689841986031059583, 2, -88
1689841986123301458, 2, -91
1689841986146045208, 5, -97
1689841986259584427, 4, -86
1689841986281758385, 4, -86
1689841986311136145, 2, -93
1689841986468069114, 5, -104
1689841986727058593, 4, -86
1689841986965194583, 3, -90
1689841987058313854, 2, -90
1689841987366552499, 5, -93
1689841987500217343, 4, -84
1689841987669885468, 3, -82
