received_time, altitude, lat, lon, alt
1689842304618243926, , 460685035, 112272604, 487818
1689842306831211183, 13.238590240478516, , , 
1689842307448113485, , 460685048, 112272591, 491177
1689842309662325879, 15.301186561584473, , , 
1689842310274420419, , 460685028, 112272620, 491677
1689842312495648048, 15.665482521057129, , , 
1689842313110042355, , 460684906, 112272670, 490822
1689842315326798942, 15.480964660644531, , , 
1689842315934434760, , 460685157, 112272502, 490605
1689842318169139787, 15.907730102539062, , , 
1689842318773458398, , 460685363, 112272346, 490745
1689842320999050049, 15.92225170135498, , , 
1689842321617529963, , 460685584, 112272139, 490599
1689842323831764221, 16.078474044799805, , , 
1689842324439450561, , 460685805, 112271981, 490484
1689842326664600328, 16.001625061035156, , , 
1689842327272232841, , 460686044, 112271808, 489944
1689842329506393330, 15.970972061157227, , , 
1689842330109516284, , 460686272, 112271637, 489640
1689842332339268892, 16.021987915039062, , , 
1689842332941296536, , 460686425, 112271544, 489594
1689842335167341450, 15.905306816101074, , , 
1689842335772264027, , 460686165, 112271693, 488628
1689842337997868733, 15.770904541015625, , , 
1689842338607122581, , 460685930, 112271786, 488289
1689842340841002588, 15.932427406311035, , , 
1689842341443193754, , 460685699, 112271939, 488210
1689842343667824439, 15.872403144836426, , , 
1689842344272639351, , 460685469, 112272058, 488153
1689842346498483359, 16.06460189819336, , , 
1689842347102675222, , 460685237, 112272185, 487828
1689842349336398596, 15.774561882019043, , , 
1689842349945920824, , 460684997, 112272313, 487146
1689842352172304630, 15.833792686462402, , , 
1689842352777458768, , 460684742, 112272450, 487304
1689842355005174780, 15.976041793823242, , , 
1689842355611574862, , 460684511, 112272585, 487612
1689842357844363363, 16.190710067749023, , , 
1689842358448826258, , 460684283, 112272704, 487342
1689842360671181286, 16.032630920410156, , , 
1689842361279481862, , 460684034, 112272839, 486970
1689842363512159296, 15.905218124389648, , , 
1689842364116031020, , 460683799, 112272965, 487037
1689842366338367704, 16.034000396728516, , , 
1689842366948215485, , 460683574, 112273095, 487492
1689842369167422629, 16.128372192382812, , , 
1689842369777361022, , 460683458, 112273299, 487402
1689842372001581987, 16.066190719604492, , , 
1689842372610870770, , 460683711, 112273166, 488256
1689842374842655029, 16.28203010559082, , , 
1689842375444482247, , 460683910, 112273078, 488539
1689842377679920605, 16.36894989013672, , , 
1689842378278880317, , 460684142, 112272947, 488568
1689842380516206387, 16.286148071289062, , , 
1689842381122738964, , 460684382, 112272828, 488375
1689842383348104705, 16.108474731445312, , , 
1689842383958972057, , 460684621, 112272700, 488042
1689842386179611743, 16.009260177612305, , , 
1689842386776365155, , 460684871, 112272580, 487648
1689842389007252748, 15.977144241333008, , , 
1689842389611371253, , 460685100, 112272444, 487433
1689842391858518217, 16.029273986816406, , , 
1689842392456352851, , 460685330, 112272327, 487402
1689842394675373563, 16.036563873291016, , , 
1689842395284874114, , 460685565, 112272208, 487525
1689842397508919397, 16.015321731567383, , , 
1689842398114510557, , 460685796, 112272075, 487565
1689842400345068255, 15.956958770751953, , , 
1689842400952398516, , 460686030, 112271971, 487685
1689842403175774151, 15.973588943481445, , , 
1689842403780639468, , 460686284, 112271839, 487671
1689842406005909685, 15.955721855163574, , , 
1689842406617350026, , 460686509, 112271761, 487774
1689842408845615361, 16.0046443939209, , , 
1689842409453882631, , 460686406, 112271987, 487371
1689842411674674190, 15.887422561645508, , , 
1689842412282021040, , 460686211, 112272123, 486719
1689842414508358814, 15.911730766296387, , , 
1689842415227126763, , 460685980, 112272267, 486887
1689842417340655268, 16.01220703125, , , 
1689842417959652827, , 460685747, 112272386, 487114
1689842420178438893, 15.901484489440918, , , 
1689842420782003777, , 460685497, 112272516, 487121
1689842423013852516, 15.918723106384277, , , 
1689842423620252773, , 460685271, 112272661, 487244
1689842425849000392, 16.010650634765625, , , 
1689842426452469260, , 460685032, 112272794, 487361
1689842428686163981, 16.0100154876709, , , 
1689842429282294716, , 460684799, 112272931, 487112
1689842431509537745, 15.763400077819824, , , 
1689842432114649911, , 460684561, 112273076, 486828
1689842434347801837, 15.882112503051758, , , 
1689842434955402085, , 460684342, 112273185, 486809
1689842437181681176, 15.870899200439453, , , 
1689842437789072371, , 460684096, 112273333, 486444
1689842440009926790, 16.007776260375977, , , 
1689842440616628405, , 460683868, 112273464, 486949
1689842442847162680, 16.161718368530273, , , 
1689842443486667954, , 460683631, 112273602, 487118
1689842445676127725, 15.987977027893066, , , 
1689842446282224064, , 460683638, 112273767, 487049
1689842448509552254, 16.12940788269043, , , 
1689842449114117758, , 460683874, 112273619, 487588
1689842451355729897, 16.227670669555664, , , 
1689842451955011638, , 460684088, 112273511, 487823
1689842454184658278, 16.15485954284668, , , 
1689842454787082904, , 460684338, 112273379, 487598
1689842457016457273, 16.107702255249023, , , 
1689842457621492953, , 460684556, 112273267, 487326
1689842459859844260, 16.04094696044922, , , 
1689842460454260523, , 460684789, 112273154, 487026
1689842462680497072, 15.952240943908691, , , 
1689842463287967537, , 460685028, 112273047, 487069
1689842465518347930, 16.022506713867188, , , 
1689842466120777145, , 460685256, 112272917, 486860
1689842468352987389, 15.941655158996582, , , 
1689842468959177996, , 460685509, 112272808, 486608
1689842471186193243, 15.871193885803223, , , 
1689842471791257971, , 460685747, 112272664, 486169
1689842474022195460, 15.928916931152344, , , 
1689842474622393418, , 460685987, 112272546, 485985
1689842476852630934, 15.964642524719238, , , 
1689842477457441499, , 460686220, 112272421, 485915
1689842479679786018, 15.934514045715332, , , 
1689842480290024670, , 460686453, 112272308, 485953
1689842482534642495, 16.00786018371582, , , 
1689842483132944695, , 460686663, 112272317, 486142
1689842485353501208, 16.070528030395508, , , 
1689842485963136376, , 460686474, 112272481, 485916
1689842488185999176, 15.662293434143066, , , 
1689842488792045517, , 460686258, 112272655, 485913
1689842491023063398, 15.922176361083984, , , 
1689842491620502452, , 460686035, 112272767, 486142
1689842493853095674, 15.927085876464844, , , 
1689842494462386038, , 460685809, 112272909, 486115
1689842496692568813, 15.920860290527344, , , 
1689842497300110805, , 460685565, 112273033, 486419
1689842499523485156, 15.87303352355957, , , 
1689842500128109279, , 460685335, 112273170, 486670
1689842502350600767, 16.012741088867188, , , 
1689842502958262993, , 460685109, 112273305, 487454
1689842505181136120, 16.189729690551758, , , 
1689842505784752489, , 460684856, 112273449, 487905
1689842508016594000, 16.07956314086914, , , 
1689842508624121971, , 460684627, 112273581, 487919
1689842510856000899, 15.962955474853516, , , 
1689842511460922468, , 460684396, 112273720, 488037
1689842513692819336, 15.936613082885742, , , 
1689842514301241780, , 460684164, 112273865, 488403
1689842516527609376, 16.00324821472168, , , 
1689842517131458049, , 460683922, 112273987, 488598
1689842519357640099, 16.027706146240234, , , 
1689842519968073958, , 460683691, 112274123, 488948
1689842522197222750, 22.048439025878906, , , 
1689842522801881672, , 460683720, 112274115, 497291
1689842525020481868, 29.055078506469727, , , 
1689842525626823926, , 460683739, 112274133, 502611
1689842527857093279, 30.349130630493164, , , 
1689842528460829097, , 460683822, 112274053, 503158
1689842530693875349, 30.310100555419922, , , 
1689842531289017244, , 460684017, 112273797, 503838
1689842533520305441, 30.446596145629883, , , 
1689842534123466502, , 460684202, 112273554, 504529
1689842536357175504, 30.546113967895508, , , 
1689842536964717557, , 460684406, 112273336, 505027
1689842539196079126, 30.630874633789062, , , 
1689842539800214093, , 460684609, 112273103, 505270
1689842542022764923, 30.748096466064453, , , 
1689842542621297464, , 460684808, 112272884, 505348
1689842544857634778, 30.688213348388672, , , 
1689842545465850413, , 460685004, 112272659, 504917
1689842547689641885, 27.692562103271484, , , 
1689842548295637593, , 460685043, 112272613, 500949
1689842550532486009, 24.619861602783203, , , 
1689842551136209238, , 460685068, 112272603, 497370
1689842553365958870, 22.06442642211914, , , 
1689842553965478711, , 460685067, 112272572, 494286
1689842556196204041, 19.360595703125, , , 
1689842556804520500, , 460685064, 112272584, 491094
1689842559031381004, 16.83817481994629, , , 
1689842559642372962, , 460685073, 112272570, 488281
1689842561862193599, 13.941333770751953, , , 
1689842562465093319, , 460685062, 112272580, 485163
1689842564692638548, 11.070625305175781, , , 
1689842565299287276, , 460685081, 112272597, 481881
1689842567526233243, 8.627890586853027, , , 
1689842568142065472, , 460685059, 112272590, 479603
1689842570350674721, 6.645784854888916, , , 
1689842570968452809, , 460685082, 112272570, 477667
1689842573189175616, 4.633092403411865, , , 
1689842573799335431, , 460685067, 112272593, 475739
1689842576031532364, 2.726771116256714, , , 
1689842576643459336, , 460685075, 112272609, 473951
1689842578863545365, 0.8480695486068726, , , 
1689842579466114623, , 460685071, 112272602, 472398
1689842581701486542, -1.0751830339431763, , , 
1689842582312946016, , 460685061, 112272579, 470623
1689842584533629610, -3.017481565475464, , , 
1689842585134380628, , 460685069, 112272601, 468923
1689842587360235202, -5.023072242736816, , , 
1689842587968706838, , 460685070, 112272594, 466996
1689842590198400032, -6.983340740203857, , , 
1689842590805036232, , 460685062, 112272591, 465074
1689842593028364599, -8.171546936035156, , , 
1689842593635683049, , 460685054, 112272593, 465040
1689842595870979926, -8.356244087219238, , , 
1689842596467249974, , 460685063, 112272618, 465719
1689842598702476680, -8.508996963500977, , , 
1689842599313624929, , 460685069, 112272649, 466548
1689842601530771207, -8.530425071716309, , , 
1689842602136645758, , 460685080, 112272668, 467353
1689842604373610899, -8.49091911315918, , , 
1689842604974268264, , 460685088, 112272691, 468108
1689842607211775174, -8.491229057312012, , , 
1689842607806932065, , 460685096, 112272701, 468502
1689842610028842444, -8.490900039672852, , , 
1689842610637235428, , 460685103, 112272718, 468697
1689842612860752748, -8.487415313720703, , , 
1689842617462974149, nan, , , 
1689842618964517408, -0.10298352688550949, , , 
1689842619589153770, , 460685300, 112272552, 484376
1689842620522227110, -0.09475108236074448, , , 
1689842621149273166, , 460685199, 112272565, 483409
1689842622088499819, -0.09185513108968735, , , 
1689842622728729951, , 460685214, 112272587, 482123
1689842623660198098, -0.09434474259614944, , , 
1689842624320550614, , 460685161, 112272607, 481195
1689842625256735028, -0.0800480768084526, , , 
1689842625903301797, , 460685142, 112272615, 480750
1689842626843064078, -0.06878883391618729, , , 
1689842627482418763, , 460685151, 112272609, 480847
1689842628431932573, -0.07583218067884445, , , 
1689842629073438979, , 460685145, 112272609, 480759
1689842630008447286, -0.0719069391489029, , , 
1689842630661033731, , 460685118, 112272595, 480463
1689842631606274559, -0.07931092381477356, , , 
1689842632247208359, , 460685112, 112272588, 480522
1689842633194665635, -0.09085564315319061, , , 
1689842633842916520, , 460685105, 112272571, 480632
1689842634774006034, -0.10229639708995819, , , 
1689842635427506741, , 460685103, 112272556, 480572
1689842636362568243, -0.11283126473426819, , , 
1689842637022001441, , 460685106, 112272550, 480570
1689842637949028397, -0.13103841245174408, , , 
1689842638615156012, , 460685111, 112272549, 480450
1689842639534123527, -0.1709044724702835, , , 
1689842640202559896, , 460685119, 112272535, 480309
1689842641127454159, -0.21033725142478943, , , 
1689842641789651687, , 460685121, 112272524, 480267
1689842642717288549, -0.21684959530830383, , , 
1689842643385875964, , 460685115, 112272507, 480343
1689842644300268646, -0.24196675419807434, , , 
1689842644965589131, , 460685107, 112272490, 480460
1689842645890894445, -0.2384265959262848, , , 
1689842646550916307, , 460685095, 112272476, 480404
1689842647481116640, -0.22378741204738617, , , 
1689842648144214295, , 460685092, 112272469, 480168
1689842649070413982, -0.2587166428565979, , , 
1689842649746290753, , 460685088, 112272465, 479970
1689842650650556067, -0.27373790740966797, , , 
1689842651323315076, , 460685090, 112272461, 479756
1689842652240704297, -0.290994256734848, , , 
1689842652899625798, , 460685093, 112272456, 479386
1689842653837047692, -0.33469608426094055, , , 
1689842654490713646, , 460685092, 112272446, 479165
1689842655408522705, -0.34460127353668213, , , 
1689842656078369482, , 460685093, 112272442, 478728
1689842657005755899, -0.42053449153900146, , , 
1689842657670804008, , 460685091, 112272446, 478358
1689842658597002360, -0.49117332696914673, , , 
1689842659257748374, , 460685082, 112272446, 478123
1689842660178302473, -0.5342357158660889, , , 
1689842660842078026, , 460685077, 112272446, 477834
1689842661762133808, -0.5467023849487305, , , 
1689842662432062630, , 460685067, 112272451, 477545
1689842663357994847, -0.5906182527542114, , , 
1689842664019348460, , 460685055, 112272447, 477226
1689842665235109011, -0.6847561597824097, , , 
1689842665607688723, , 460685051, 112272444, 476924
1689842666533518170, -0.8036423325538635, , , 
1689842667187491666, , 460685043, 112272437, 476710
1689842668112659254, -0.8570584654808044, , , 
1689842668780700783, , 460685030, 112272430, 476484
1689842669697214610, -0.9433410167694092, , , 
1689842670371301907, , 460685022, 112272430, 476153
1689842671296209955, -1.024242639541626, , , 
1689842671966813344, , 460685023, 112272432, 475968
1689842672882076006, -1.0929172039031982, , , 
1689842673543203132, , 460685018, 112272438, 475609
1689842674471649802, -1.2368688583374023, , , 
1689842675130187978, , 460685024, 112272448, 475148
1689842676057037833, -1.3302268981933594, , , 
1689842676718794976, , 460685020, 112272444, 474637
1689842677645331465, -1.3900890350341797, , , 
1689842678316103781, , 460685007, 112272440, 474259
1689842679227228009, -1.437493920326233, , , 
1689842679904965998, , 460685007, 112272446, 474178
1689842680822001087, -1.4898806810379028, , , 
1689842681484346457, , 460685002, 112272442, 473928
1689842682403118411, -1.5075132846832275, , , 
1689842683079116031, , 460685009, 112272443, 473763
1689842683998215200, -1.4986838102340698, , , 
1689842684661884656, , 460685021, 112272445, 473471
1689842685587754747, -1.5042506456375122, , , 
1689842686243124263, , 460685035, 112272448, 473090
1689842687174145783, -1.5159419775009155, , , 
1689842687834677463, , 460685050, 112272455, 472843
1689842688762363297, -1.4826191663742065, , , 
1689842689431172067, , 460685062, 112272452, 472603
1689842690350222376, -1.5278856754302979, , , 
1689842691008725927, , 460685072, 112272447, 472372
1689842691937309476, -1.6175824403762817, , , 
1689842692600592060, , 460685082, 112272437, 472130
1689842693523911418, -1.7139636278152466, , , 
1689842694181897789, , 460685081, 112272416, 472394
1689842695109187471, -1.7054169178009033, , , 
1689842695771802459, , 460685089, 112272406, 472461
1689842696697576109, -1.835937261581421, , , 
1689842697357445063, , 460685094, 112272392, 472582
1689842698294444210, -1.9769002199172974, , , 
1689842698946828754, , 460685097, 112272382, 472655
1689842699867774389, -2.1347641944885254, , , 
1689842700535350460, , 460685102, 112272374, 472578
1689842701455493459, -2.2856786251068115, , , 
1689842702128631805, , 460685104, 112272366, 472641
1689842703043875774, -2.42110538482666, , , 
1689842703713262553, , 460685110, 112272361, 472696
1689842704633051226, -2.554650068283081, , , 
1689842705294849637, , 460685108, 112272361, 472711
1689842706223136541, -2.684999942779541, , , 
1689842706892476045, , 460685105, 112272360, 472653
1689842707819467285, -2.8234574794769287, , , 
1689842708473605535, , 460685098, 112272357, 472766
1689842709401354778, -2.920708417892456, , , 
1689842710077261286, , 460685096, 112272357, 472619
1689842710986436792, -3.069148063659668, , , 
1689842711660181384, , 460685094, 112272347, 472651
1689842712578137726, -3.137570858001709, , , 
1689842713236456849, , 460685093, 112272342, 472732
1689842714162710274, -3.190751075744629, , , 
1689842714828088140, , 460685094, 112272338, 472798
1689842715755530405, -3.2545623779296875, , , 
1689842716414148088, , 460685092, 112272334, 473049
1689842717337714669, -3.3132951259613037, , , 
1689842717999778097, , 460685088, 112272330, 473397
1689842718926320877, -3.349510908126831, , , 
1689842719586500257, , 460685087, 112272327, 473714
1689842720517823786, -3.435155153274536, , , 
1689842721182923455, , 460685085, 112272318, 474057
1689842722099832977, -3.5005292892456055, , , 
1689842722769284177, , 460685077, 112272309, 474414
1689842723695753291, -3.5656375885009766, , , 
1689842724356692471, , 460685074, 112272307, 474739
1689842725275242116, -3.6097168922424316, , , 
1689842725947039242, , 460685075, 112272305, 475020
1689842726864570624, -3.6406569480895996, , , 
1689842727528768601, , 460685076, 112272302, 475308
1689842728447700598, -3.6650655269622803, , , 
1689842729117386213, , 460685081, 112272305, 475340
1689842730036567513, -3.7348744869232178, , , 
1689842730702549117, , 460685084, 112272299, 475446
1689842731628502275, -3.7354934215545654, , , 
1689842732298117646, , 460685087, 112272295, 475576
1689842733214586636, -3.740161418914795, , , 
1689842733886312687, , 460685089, 112272293, 475625
1689842734805728867, -3.768930196762085, , , 
1689842735465723599, , 460685092, 112272291, 475685
1689842736392106067, -3.807565689086914, , , 
1689842737054407108, , 460685095, 112272289, 475691
1689842737976241493, -3.8422722816467285, , , 
1689842738635100662, , 460685099, 112272291, 475627
1689842739562262675, -3.8633601665496826, , , 
1689842740225343429, , 460685101, 112272292, 475619
1689842741151231086, -3.8896453380584717, , , 
1689842741820378802, , 460685104, 112272295, 475526
1689842742748843855, -3.9111640453338623, , , 
1689842743400973283, , 460685105, 112272298, 475454
1689842744323657119, -3.9252216815948486, , , 
1689842744994392423, , 460685109, 112272305, 475405
1689842745909887163, -3.9518778324127197, , , 
1689842746582609601, , 460685115, 112272307, 475325
1689842747502117637, -3.9658448696136475, , , 
1689842748166988743, , 460685115, 112272309, 475319
1689842749084425959, -3.9569058418273926, , , 
1689842749759365363, , 460685117, 112272315, 475225
1689842750675227751, -3.9763593673706055, , , 
1689842751343778806, , 460685122, 112272321, 475171
1689842752260861444, -3.970968008041382, , , 
1689842752937416197, , 460685126, 112272325, 475063
1689842753853988132, -3.9609031677246094, , , 
1689842754524741934, , 460685127, 112272330, 474981
1689842755442020261, -3.976351022720337, , , 
1689842756103349751, , 460685128, 112272331, 474908
1689842757029718446, -3.975140333175659, , , 
1689842757689181237, , 460685130, 112272333, 474758
1689842758623449248, -3.9918789863586426, , , 
1689842759287460188, , 460685132, 112272335, 474631
1689842760206389717, -3.9947197437286377, , , 
1689842760865367058, , 460685134, 112272349, 474469
1689842761788510091, -4.020749092102051, , , 
1689842762461338314, , 460685135, 112272374, 474306
1689842763377278349, -4.082095623016357, , , 
1689842764046603405, , 460685134, 112272397, 473938
1689842764964090152, -4.213659286499023, , , 
1689842765625058038, , 460685127, 112272417, 473666
1689842766551826040, -4.238261699676514, , , 
1689842767221910135, , 460685120, 112272441, 473371
1689842768148704992, -4.253681182861328, , , 
1689842768809272899, , 460685099, 112272467, 473222
1689842769748594037, -4.261563301086426, , , 
1689842770396147082, , 460685083, 112272477, 473081
1689842771311091125, -4.255422115325928, , , 
1689842771984010148, , 460685083, 112272489, 472949
1689842772910760882, -4.282644748687744, , , 
1689842773569468730, , 460685083, 112272507, 472767
1689842774496846065, -4.294921398162842, , , 
1689842775161070352, , 460685081, 112272524, 472695
1689842776093778701, -4.318696975708008, , , 
1689842776752559960, , 460685079, 112272533, 472714
1689842777670594679, -4.32879114151001, , , 
1689842778342540563, , 460685076, 112272540, 472721
1689842779255024073, -4.354648590087891, , , 
1689842779921558285, , 460685075, 112272548, 472650
1689842780837413938, -4.393993377685547, , , 
1689842781510976109, , 460685072, 112272557, 472534
1689842782428000295, -4.412116527557373, , , 
1689842783097607474, , 460685074, 112272567, 472439
1689842784023468639, -4.45246696472168, , , 
1689842784678182714, , 460685076, 112272572, 472380
1689842785604233653, -4.474365711212158, , , 
1689842786274760082, , 460685079, 112272572, 472302
1689842787197853011, -4.545902729034424, , , 
1689842787859555606, , 460685086, 112272574, 472242
1689842788777957645, -4.5866475105285645, , , 
1689842789450604011, , 460685091, 112272575, 472205
1689842790369088845, -4.620716571807861, , , 
1689842791040963840, , 460685097, 112272573, 472218
1689842791957623797, -4.63313102722168, , , 
1689842792623357269, , 460685106, 112272577, 472083
1689842793549575773, -4.661384105682373, , , 
1689842794210685030, , 460685120, 112272583, 471908
1689842795138507332, -4.686125755310059, , , 
1689842795797036295, , 460685126, 112272580, 471878
1689842796724607117, -4.705172061920166, , , 
1689842797388693976, , 460685131, 112272579, 471819
1689842798313645698, -4.734258651733398, , , 
1689842798971491922, , 460685132, 112272574, 471890
1689842799903085189, -4.76470947265625, , , 
1689842800566302431, , 460685131, 112272569, 471932
1689842801494575341, -4.806763648986816, , , 
1689842802156455999, , 460685125, 112272562, 472077
1689842803076348827, -4.793263912200928, , , 
1689842803741472048, , 460685125, 112272559, 472052
1689842804665624110, -4.822680950164795, , , 
1689842805329181422, , 460685126, 112272554, 472087
1689842806250473288, -4.834677219390869, , , 
1689842806916412378, , 460685126, 112272557, 472061
1689842807839059706, -4.892704010009766, , , 
1689842808501034011, , 460685127, 112272556, 472071
1689842809431208985, -4.9699811935424805, , , 
1689842812046289004, , 460685129, 112272556, 472087
1689842812285022460, -5.020730018615723, , , 
1689842812479866463, , 460685133, 112272553, 471903
1689842812728689268, -5.142513751983643, , , 
1689842813264735223, , 460685123, 112272536, 471887
1689842814191852830, -5.139878749847412, , , 
1689842814850707429, , 460685127, 112272538, 471531
1689842815781130410, -5.240870475769043, , , 
1689842816443582002, , 460685127, 112272544, 471281
1689842817372153494, -5.326475620269775, , , 
1689842818030330513, , 460685124, 112272540, 471212
1689842818957154891, -5.291171073913574, , , 
1689842819614291263, , 460685122, 112272536, 471114
1689842820548173908, -5.2935357093811035, , , 
1689842821203839477, , 460685124, 112272536, 470930
1689842822122439750, -5.316741943359375, , , 
1689842822795925026, , 460685125, 112272540, 470764
1689842823712299432, -5.334982395172119, , , 
1689842824383676711, , 460685123, 112272545, 470667
1689842825299070626, -5.3466644287109375, , , 
1689842825966109372, , 460685124, 112272551, 470545
1689842826894460139, -5.366377353668213, , , 
1689842827554267255, , 460685130, 112272564, 470350
1689842828479475014, -5.425839424133301, , , 
1689842829140668225, , 460685136, 112272581, 470275
1689842830072369454, -5.5094170570373535, , , 
1689842830730980445, , 460685139, 112272595, 470301
1689842831657836101, -5.538301467895508, , , 
1689842832313310965, , 460685139, 112272604, 470334
1689842833233323534, -5.611915588378906, , , 
1689842833901348637, , 460685135, 112272608, 470262
1689842834834876134, -5.63419246673584, , , 
1689842835497238995, , 460685128, 112272623, 470482
1689842836416431735, -5.659814357757568, , , 
1689842837086985273, , 460685119, 112272631, 470535
1689842838001985467, -5.730932235717773, , , 
1689842838674121659, , 460685111, 112272640, 470563
1689842839592235246, -5.752954959869385, , , 
1689842840252143318, , 460685106, 112272650, 470733
1689842841186824773, -5.782558441162109, , , 
1689842841839053714, , 460685110, 112272659, 470792
1689842842771416022, -5.871089935302734, , , 
1689842843431026361, , 460685110, 112272666, 470838
1689842844351834299, -5.895329475402832, , , 
1689842845017858269, , 460685108, 112272661, 470987
1689842845949447052, -5.888267517089844, , , 
1689842846612398175, , 460685104, 112272651, 471418
1689842847530321686, -5.890689373016357, , , 
1689842848192944516, , 460685105, 112272646, 471788
1689842849119385941, -5.878818035125732, , , 
1689842849780140881, , 460685122, 112272628, 471952
1689842850697601600, -5.8943376541137695, , , 
1689842851370099012, , 460685125, 112272717, 471139
1689842852289552492, -5.869686126708984, , , 
1689842852961279836, , 460685123, 112272715, 471112
1689842853887668404, -5.919320106506348, , , 
1689842854543253119, , 460685111, 112272715, 471012
1689842855472554402, -5.971437454223633, , , 
1689842856138056160, , 460685097, 112272722, 470919
1689842857064994599, -6.015511989593506, , , 
1689842857718378862, , 460685083, 112272713, 470998
1689842858644156289, -6.037033557891846, , , 
1689842859304932054, , 460685067, 112272711, 471069
1689842860233683291, -6.056185245513916, , , 
1689842860895196499, , 460685056, 112272709, 471023
1689842861822825057, -6.051665306091309, , , 
1689842862483393144, , 460685039, 112272712, 470772
1689842863412969671, -6.060844898223877, , , 
1689842864082031977, , 460685038, 112272711, 470648
1689842864989562655, -6.09019136428833, , , 
1689842865657241659, , 460685045, 112272703, 470685
1689842866579280656, -6.169053554534912, , , 
1689842867258683693, , 460685047, 112272695, 470808
1689842868165757466, -6.20041036605835, , , 
1689842868838581591, , 460685060, 112272689, 470864
1689842869763221309, -6.235356330871582, , , 
1689842870420927921, , 460685071, 112272676, 471111
1689842871340057587, -6.257299423217773, , , 
1689842872013403520, , 460685069, 112272661, 471315
1689842872940221300, -6.321179389953613, , , 
1689842873605313986, , 460685077, 112272640, 471467
1689842874519609685, -6.342953681945801, , , 
1689842875180881242, , 460685061, 112272612, 471583
1689842876112069391, -6.331202030181885, , , 
1689842876767771212, , 460685055, 112272590, 471786
1689842877700048678, -6.378142833709717, , , 
1689842878373774002, , 460685049, 112272569, 472071
1689842879280635026, -6.391994476318359, , , 
1689842881101538457, , 460685040, 112272557, 472213
1689842882036643148, -6.456082820892334, , , 
1689842883854410419, , 460685029, 112272562, 472091
1689842884787013714, -6.47491455078125, , , 
1689842886606306213, , 460685001, 112272543, 472518
1689842887531826625, -6.4658522605896, , , 
1689842889348725003, , 460684974, 112272568, 472364
1689842890285740161, -6.529870510101318, , , 
1689842892107383529, , 460684944, 112272586, 471893
1689842893042449121, -6.548757553100586, , , 
1689842894871344996, , 460684925, 112272613, 471081
1689842895791751610, -6.6709136962890625, , , 
1689842897611309984, , 460684901, 112272642, 470542
1689842898536382652, -6.713252067565918, , , 
1689842900355557961, , 460684887, 112272653, 469816
1689842901284736053, -6.8059000968933105, , , 
1689842903110742463, , 460684876, 112272651, 469270
1689842904036409417, -6.84971284866333, , , 
1689842905857506429, , 460684866, 112272649, 469106
1689842906794559273, -6.826606750488281, , , 
1689842908609707612, , 460684847, 112272626, 468513
1689842909537897406, -6.847650527954102, , , 
1689842911356814586, , 460684857, 112272604, 468059
1689842912285196914, -6.988498687744141, , , 
1689842914110955351, , 460684879, 112272584, 467811
1689842915039336774, -7.091455459594727, , , 
1689842916866635651, , 460684914, 112272536, 467359
1689842917792056722, -7.174371719360352, , , 
1689842919607016988, , 460684939, 112272493, 466315
1689842920544530100, -7.234553813934326, , , 
1689842922359013868, , 460684970, 112272470, 465699
1689842923293546316, -7.248786926269531, , , 
1689842925113970764, , 460685010, 112272482, 464887
1689842926038342708, -7.273921489715576, , , 
1689842927860051867, , 460685038, 112272508, 464338
1689842928784214989, -7.333701133728027, , , 
1689842930610661382, , 460685066, 112272556, 464043
1689842931535204905, -7.328448295593262, , , 
1689842933364636281, , 460685076, 112272580, 463603
1689842934300917051, -7.3894219398498535, , , 
1689842936105225623, , 460685105, 112272602, 463354
1689842937040974236, -7.403640270233154, , , 
1689842938863927269, , 460685103, 112272611, 462938
1689842939800998737, -7.403629302978516, , , 
1689842941610668523, , 460685079, 112272622, 462758
1689842942547301532, -7.462850570678711, , , 
1689842944366365877, , 460685049, 112272632, 462955
1689842945299225668, -7.353243350982666, , , 
1689842947117544401, , 460685004, 112272645, 462826
1689842948040364057, -7.329789638519287, , , 
1689842949861966110, , 460684956, 112272648, 461975
1689842950796425772, -7.39124870300293, , , 
1689842952614768188, , 460684948, 112272654, 461717
1689842953548774288, -7.39808988571167, , , 
1689842955366202810, , 460684933, 112272663, 461221
1689842956292940461, -7.412938594818115, , , 
1689842958107861905, , 460684937, 112272674, 461744
1689842959052792833, -7.394753932952881, , , 
1689842960855444894, , 460684973, 112272707, 462509
1689842961801875138, -7.489326477050781, , , 
1689842963606726243, , 460684997, 112272748, 463646
1689842964545456891, -7.514329433441162, , , 
1689842966366170150, , 460685022, 112272817, 464506
1689842967305330263, -7.602896213531494, , , 
1689842969123384828, , 460685028, 112272855, 465017
1689842970051009018, -7.680052757263184, , , 
1689842971868095837, , 460685029, 112272851, 465221
1689842972794200418, -7.653372287750244, , , 
1689842974620819611, , 460685042, 112272851, 465454
1689842975546580060, -7.690098285675049, , , 
1689842977364503595, , 460685059, 112272851, 465761
1689842978299859245, -7.7026777267456055, , , 
1689842980117808115, , 460685067, 112272846, 466125
1689842981050728474, -7.7176361083984375, , , 
1689842982868489396, , 460685072, 112272842, 466150
1689842983792740571, -7.794920921325684, , , 
1689842985621818670, , 460685084, 112272821, 466385
1689842986557121410, -7.8844313621521, , , 
1689842988363469389, , 460685080, 112272791, 466884
1689842989299040137, -7.987441062927246, , , 
1689842991121667461, , 460685073, 112272747, 467782
1689842992057343976, -8.051284790039062, , , 
1689842993868111665, , 460685075, 112272719, 468312
1689842994802254510, -8.173742294311523, , , 
