"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #0 - General-0-20230421-13:30:56-93784)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #0 - General-0-20230421-13:30:56-93784)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #0 - General-0-20230421-13:30:56-93784)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #0 - General-0-20230421-13:30:56-93784)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #0 - General-0-20230421-13:30:56-93784)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #0 - General-0-20230421-13:30:56-93784)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #0 - General-0-20230421-13:30:56-93784)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #0 - General-0-20230421-13:30:56-93784)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #0 - General-0-20230421-13:30:56-93784)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #0 - General-0-20230421-13:30:56-93784)",
51750.61123096751,-124.4077737494699813,50209.73717909359,-116.7265652086699953,44374.73582636852,-113.8399769097700011,47124.79372190952,-120.3030005157299907,40863.27204611354,-120.5034913873499813,31070.73271812785,-125.1937648672700045,57208.65760043386,-117.0658909523299937,47740.56411805692,-117.2785306726700008,53833.07742255691,-116.5370161824199892,37925.08521493761,-112.9037346369999848
53414.11223229868,-119.6208170732099913,50323.87297208376,-125.2159564576699887,44778.15965334282,-113.8514891315300015,47583.14308059592,-117.8384287539300028,42338.88995721203,-120.759044661939981,32127.02409130714,-119.6092684337599787,57280.76494304256,-116.288049951469986,47934.45880250213,-126.2107101722500028,58143.42039607446,-112.3291375162299911,38537.33243651664,-120.3377872744899828
55073.27736142984,-123.4832746450499878,51323.8736611228,-121.0506142477100008,48120.72956910624,-120.5393125201800041,47687.59652611825,-118.4744504085699926,43721.33770554335,-115.4841344947499801,35407.68845136561,-121.3134328000799937,57623.93046340295,-123.9613017160799865,48752.70076365688,-117.3931495248699828,58223.54755277714,-118.7907153864900062,38795.67442582028,-115.4001640655699812
55750.83961502649,-120.065710131119999,51492.8159995019,-127.6237870388499966,48446.8385030965,-114.7325914266500031,48067.2365631241,-111.3758151313799938,44762.04368774936,-120.8639661772999996,35697.50521861763,-123.8222092554200056,59954.88812182812,-119.3003529423099845,50223.09331723973,-119.9148464233199997,58884.39254848783,-111.6628754647599915,40789.50510506211,-118.3978739885500028
56309.95265719771,-119.5273440214699856,53470.07688192639,-127.9392630916699996,50094.13317094618,-111.5061868261699937,54462.19629298242,-122.9393942957800045,47205.63000893805,-125.5835283395699941,38469.89853244262,-123.8910271195399837,60370.80123790731,-121.074238920869987,50931.46887228299,-124.3125533484399903,59129.88751420302,-112.3105014107299832,45692.56015185944,-120.0834847759199985
59263.01207863293,-117.5681300389900055,55798.44342229913,-128.5409101360999667,53665.31510832068,-123.1368937360300032,54631.24747602772,-112.9777662017999938,47637.64219123749,-121.6380437705099945,39164.67043216558,-126.8861558971800032,60664.65691070474,-119.0742208296999816,51227.12046761892,-114.7991588664999933,60324.06754243534,-117.4365166071899858,45850.3108195175,-121.4217052257799872
60030.55813412061,-125.7858210763099857,56785.81115457802,-123.6702030508799903,53691.30310601811,-116.0596295883299826,54779.0780100838,-123.9394201368399986,48074.70007050668,-125.5543647276300018,39940.96145906466,-125.2929471738700041,61547.17384468178,-119.137928104559989,52181.0473578988,-120.3961636996899921,61018.20258749809,-113.4499422514199975,45880.33079790029,-117.8067002987899907
60210.39144344927,-124.6834040451199992,56937.72625310178,-120.1896203260599801,53707.6699710474,-120.0571655523799843,55688.67372494357,-121.7453341129399856,49048.06992888626,-121.5965647617699966,42393.06061130571,-123.7428618881899918,61973.19220342815,-121.0383333812399935,54875.41296493976,-124.2618261802400066,62467.41523471078,-115.1739806906599876,45910.50364072522,-119.407034020799983
62526.63094596486,-124.9810450272599945,57378.15874252696,-128.6971447287500036,54376.19022449329,-115.7215168370099997,57277.32787206903,-110.6233045937199786,50572.04129234936,-121.3567042264400011,43163.78275081226,-127.2680418470299907,62146.23268029716,-116.0676898406499896,55475.00710317219,-116.5772065368399803,64253.83879410714,-116.4537709327299803,45962.94471538886,-118.6313873884599838
62861.42386044669,-119.2179857445100021,57735.56842313758,-126.4417616670600063,55359.17105638718,-121.6193105437099853,59891.67470658833,-118.900919723569984,50751.08191388554,-123.484370482840006,44255.35457289228,-128.6091539489399901,62879.7796091896,-118.5697805094000043,58602.27790960872,-116.9804631590899926,67025.79137581431,-115.0474921695700058,47150.22983163561,-121.5584083634499843
64432.37125517309,-120.4869683581499937,58512.61860530873,-120.9940224688199913,57473.1372842635,-120.2605516280799798,60045.98015075287,-113.5920227135899833,51278.17151540264,-123.6885994314600048,45556.80413406243,-122.5217031116700066,63045.50249915104,-123.8270316407499928,59241.11506101701,-124.2379602187500036,67716.96583632914,-113.2657853095199976,47680.266431831,-118.0417982989099806
65008.48558067316,-124.062687976589984,59093.10935711171,-129.2617347501200126,58137.1365002031,-121.444172965359996,60624.29912154361,-119.9463744623299985,51511.31472127781,-121.4096435641600063,45716.87431900322,-125.4569529057199868,66478.58195303394,-121.4554623796099968,61717.66345923499,-120.2159435138899818,67930.3834422875,-115.6735871011299816,47700.49621655006,-119.8796806681699816
65167.58132124515,-126.7489669741799782,59837.63738295864,-122.3710600316599932,61129.44725871321,-115.0917611649300051,60747.29237919258,-121.1437215974499957,53165.57888138877,-124.1813077133799932,46044.78863848283,-125.485876298340002,67253.7178674285,-122.0318881594199917,62359.99941252889,-123.7228958582799972,68604.57278290031,-108.9374958615599947,48105.99270548267,-123.5534707256399823
65878.75127812516,-117.2047648585800056,60313.63537673316,-120.3342105573899796,61402.5532108509,-113.7023228428499801,61189.86739970293,-109.8274162891700026,53339.52425001296,-120.4634897438999981,46979.54975337798,-124.8110348226999801,68267.26358118403,-117.5380588149199917,62810.64911283316,-119.2625181774199911,68622.16538813567,-110.2367564880899801,48428.09692217652,-117.0714819041500046
67832.58251775741,-123.9246735907299803,61980.67891509983,-120.8810465829599816,62496.16249577994,-121.2040796087800057,62625.78650746369,-116.288886250610005,54288.80028562567,-118.4916495933800031,48076.98122414085,-118.510276957339982,68399.21833537334,-117.3439079373999898,63505.36495126583,-121.4709291408800023,69635.75302417334,-111.8247221813099937,50942.77616066995,-115.8912549245700058
67852.37942458061,-118.0851178973900058,62230.94715460136,-124.2930520924900005,62599.12516407169,-119.4024742774199972,64326.34214019246,-113.5254168532899821,55843.02683349075,-121.139372145069984,49148.61196365963,-125.1105018172899856,68898.92095107087,-115.769783782740006,64419.96726240108,-126.9870020889299831,70150.75489742762,-110.0050047011000056,51551.59513296676,-115.1897703893899912
67926.74912546175,-121.7455014386999888,63027.39982750545,-119.4232924604099816,63362.43034974986,-116.1105578169899952,64825.00591175418,-120.1444421404199825,60573.83816062056,-121.1789448689000035,49500.4338159741,-121.1321807803499831,72124.09756833789,-120.7410661098300007,65190.37986299613,-124.8287340208899816,70635.3908000039,-115.5034803265899935,52881.25621514446,-115.4520726105899935
68587.98647928594,-119.4424811685099991,64382.34236579042,-126.3425426882899951,64630.18741129824,-119.3635046324299931,64964.71830673621,-113.8135598896400035,62317.84982982306,-116.6643300001200026,49552.63251321837,-118.1888952411399878,76356.10074774194,-118.7079782598000001,68804.73596582,-123.7963301849199805,70846.74720934399,-110.9572275443299812,53186.67162391269,-118.9265864382599882
68953.22786678889,-120.4065217734899985,64455.98792375798,-117.7214186375499872,65484.89094453765,-113.2011012561199829,65012.41254837444,-117.3557814665499843,62578.11967088632,-119.6004098496199785,50170.35860031724,-128.3172546627799872,78688.36911048355,-113.0915764532399801,69235.45940849335,-115.3050147703600028,71189.79052004148,-114.5625981114999941,53915.43592355443,-118.6280245225199786
71734.73059176167,-124.8505553929799985,64600.30549791205,-127.403085074849997,65938.11537895035,-116.3005165552699788,67353.65787991171,-117.8673602199500006,62619.20908948942,-121.1099431382199892,53849.0740053415,-124.3066332475399913,84049.52364105073,-120.584303731719984,69336.23273840724,-119.316133457669991,71826.57066804315,-114.9937825590599797,58072.28550526497,-122.566647799129981
73672.14987780136,-120.0807458154500006,64902.03812119455,-128.4201204291400126,67942.61355604294,-112.1926860356199992,71389.49810895913,-119.9966893365899801,62720.76189945368,-122.8039865421099813,54942.85234895144,-122.5242599279000041,84447.3818077367,-119.5315831508299875,71128.75292464675,-111.7272337122099938,73201.67509763103,-114.7543282306799876,58418.6727395383,-114.0660141449199894
74526.33085939102,-126.4243831334100032,64949.24933411048,-127.7196897393799868,68667.60327241279,-114.3309039355099795,71523.73876530987,-118.1382470181499962,63335.22362258715,-115.4049964273299902,55178.02021338984,-129.411586689839964,85426.15130238292,-120.3568507309300055,71195.51372977491,-122.4734312008199875,73468.47774943769,-110.9027275274199833,58749.55624879906,-119.0964413003199801
77486.0212334171,-120.38450209570999,65211.62210078491,-128.8674723936200047,71140.51234831616,-113.5015737552299976,72058.07153179594,-111.5339493337699816,64099.11108726695,-115.0110959973799818,58644.33246544678,-124.5565092000399825,87224.28500695938,-123.7513726784600005,73577.51827195543,-121.8704388640900043,74968.13957748463,-113.882125715629996,59691.35179508272,-117.3348389159199878
78398.89813076107,-118.2944198549799917,65415.0497355245,-123.4525065412599926,71384.45435983328,-116.2896300912499891,73703.17092592869,-113.4373215225799919,66540.79707688495,-115.8273299860099991,60068.87904937764,-123.5662286570599798,88444.09831102982,-119.4363154650399957,74242.99569933675,-120.1067628941399898,76684.52447684084,-121.6081951471199995,62122.55731733628,-119.9924392993000021
78938.04886055939,-122.4506400140099907,67690.82560493973,-122.8008392846699901,74446.75905181311,-110.159509377939997,75150.56144730178,-121.5967880363299965,67100.99937366911,-125.0313754543399791,60131.65106546703,-127.1850115936599931,88925.66206040794,-121.1812855456199992,75174.99448596242,-121.487943936660002,77911.20165701268,-112.6432257800999816,62214.5800243887,-112.1894125286700042
79283.60615101121,-120.9869009373999798,67723.99276444888,-123.2102023017199878,75819.68505391337,-117.2250519163499968,75264.89557108047,-116.6042977455999785,68230.70362271118,-119.2278401817700052,60804.93606834195,-120.3172620559099921,91025.15584705098,-119.7304611162900012,76282.68093358416,-116.5406597240800006,80868.53959241783,-114.8534786515599814,62896.06839822209,-120.9522638325699968
