"Vector of RSSI per node LoRaNetwork.networkServer.app[0] ($0=""avg"", #0 - General-0-20230502-15:22:53-48944)",,"Vector of RSSI per node LoRaNetwork.networkServer.app[0] ($0=""avg"", #0 - General-0-20230502-15:22:53-48944)",,"Vector of RSSI per node LoRaNetwork.networkServer.app[0] ($0=""avg"", #0 - General-0-20230502-15:22:53-48944)",,"Vector of RSSI per node LoRaNetwork.networkServer.app[0] ($0=""avg"", #0 - General-0-20230502-15:22:53-48944)",,"Vector of RSSI per node LoRaNetwork.networkServer.app[0] ($0=""avg"", #0 - General-0-20230502-15:22:53-48944)",,"Vector of RSSI per node LoRaNetwork.networkServer.app[0] ($0=""avg"", #0 - General-0-20230502-15:22:53-48944)",,"Vector of RSSI per node LoRaNetwork.networkServer.app[0] ($0=""avg"", #0 - General-0-20230502-15:22:53-48944)",,"Vector of RSSI per node LoRaNetwork.networkServer.app[0] ($0=""avg"", #0 - General-0-20230502-15:22:53-48944)",,"Vector of RSSI per node LoRaNetwork.networkServer.app[0] ($0=""avg"", #0 - General-0-20230502-15:22:53-48944)",,"Vector of RSSI per node LoRaNetwork.networkServer.app[0] ($0=""avg"", #0 - General-0-20230502-15:22:53-48944)",
20573.68692574725,-72.6689412543729813,23654.84345339567,-67.83401992438899665,30660.83224263191,-64.92519669241400465,15162.53867501305,-78.67733658859398785,28490.56409085023,-64.1924198768030008,21456.88122117055,-67.73956219902800035,19851.86548513499,-67.4984531301639945,25369.69889751645,-88.45065705739398225,25638.8133667903,-73.63341422495599855,18218.14699563978,-71.7020601188589805
21685.7358121038,-65.07685219582498315,25632.38539236787,-70.81544305387998835,31978.13134584673,-67.31810295069197965,15971.328798789,-65.19604894318598535,28965.80994371771,-65.4321944722989881,23192.75099949322,-62.45829036009600065,21587.53393714368,-69.26301110318499325,26323.61331838634,-68.88852793694400105,25909.99647883607,-71.9492656495969808,20013.80393698292,-70.25968220353399805
22201.82053779598,-65.9444633027810025,29674.79516240049,-74.31937308301900175,32308.65652204875,-78.96677610756600485,16413.4789732216,-66.4397719067169985,30151.26816576826,-65.70342790079598655,26759.87579878614,-65.56954914394299275,21767.0426331322,-68.25543736713498755,27844.53918726034,-67.4538629810340066,26260.81996640009,-65.01286877059698075,21234.40780884292,-78.3089799056120055
22529.17490375986,-82.46192706701199855,33521.70889047153,-66.26095167699199315,34607.76472146646,-73.1852780656269883,17102.99189514317,-67.9328530468739868,30644.39643559689,-71.5317255027349856,27322.25021573779,-67.3345601272719986,21967.29558805044,-61.80860217657099985,28799.76938379601,-70.92595889398899065,27507.83760260714,-81.32684940391800385,25419.05811680874,-74.38208494768898015
24224.28526039483,-77.87528795148699565,33977.84897298709,-66.2218329715960008,35791.03118059179,-81.0723336529839853,18416.27825048954,-86.3384751411069825,30844.82786754623,-102.169914105629999,28027.97661441081,-66.48333103595598435,22872.60592983588,-60.84804176989399565,29848.61054880375,-73.8329309502429961,27722.56206334151,-65.03654570078700175,28658.45623888026,-78.13511373061299955
24569.84699710857,-62.21678315740099635,34587.75694849242,-65.15026032977399925,36799.74948550598,-66.9370139503880066,19546.81827811256,-82.4835639060059973,31212.3211707274,-75.61601468050000075,32128.37829973545,-61.9011022600540028,23351.60247190971,-79.8743853232929834,30571.14604032535,-69.79843700875198905,28340.69493589272,-69.58477391096798185,28909.25883533811,-64.9027259531970058
25650.23487268046,-76.97886546791599435,35005.40389995382,-63.4911996289979894,37997.46316275163,-74.32071464091399065,20532.20852266311,-69.13608846688398985,32846.74653971294,-68.3083116072239986,32692.70640296326,-70.72312982418100065,24263.69197264601,-68.2963229387609939,31640.69969539638,-64.9535950132909929,29440.81482963895,-66.69235722627300315,30390.42542032198,-71.1945023078469885
26834.69063868747,-70.96522585834199475,35401.32803809136,-69.34843875478398415,38991.45025105483,-70.5676545127929839,21843.31398632437,-89.12136225557898635,33219.6188155264,-72.66210470497199455,32987.43258194651,-72.11743080910898105,24649.83439808324,-73.96310278172398935,32754.49625170491,-72.98193197978298455,30051.21219836523,-66.9478201327389966,31143.98146034063,-78.3204464435949885
27616.32036632802,-72.44524603240199635,36670.29782338278,-67.2139585143590066,39253.8206417577,-65.4432924069089948,26246.22837974978,-75.41934751072599825,34287.19310533729,-69.29099117274498065,34202.82713375442,-66.6190045059729809,25221.38975405549,-71.3248896804080059,34644.04355344261,-71.42348142050900565,31976.29973394673,-78.494886887077001,31877.91936153628,-65.06352830919499275
28121.51208392366,-69.18530841543699215,38307.21571434319,-75.9945078273119916,40077.98516775523,-74.39263367066598655,27538.36315504487,-64.96271333670199485,34628.49169045041,-67.6797290983109858,34512.46815034212,-60.31558151149499705,26946.82177876363,-60.01497195295399905,35353.06337092769,-70.89619246639000465,32487.90852088595,-64.7477345589479964,32703.60668061103,-75.6076311563919885
28506.9303036184,-83.2878080844209873,40144.99969648375,-65.31337274700697985,43154.08255909079,-64.7986065179919988,27893.25441191364,-67.65025137488899505,34881.73081011433,-71.49309830289899965,34820.76504117166,-68.0606871682589938,29266.04893886082,-69.58567242860098615,36587.09307572845,-71.195291119721986,33033.03841804269,-67.8313029739069859,35830.12320006385,-68.85036516249098755
28722.13456850774,-82.9695528083539951,40357.4822096212,-68.5197113675809814,44434.75919964217,-68.9769443900609926,28210.09221445469,-70.50157059586499,35613.4643207111,-71.38753983356099275,35426.9822735123,-64.541906105572991,29900.15041979486,-63.39423532034899705,38351.63223771996,-69.62954710750000205,34005.39682438096,-67.77416790852200255,36203.43321803076,-69.26733436605900335
32657.7569867886,-93.9498996847929953,41914.7333113764,-66.91042122423698375,45182.54053168666,-85.94323668993899875,28795.05432694691,-65.46052366995300505,36308.26924370167,-63.5279406302789905,36646.55513543175,-61.6065934124169983,30471.33130767434,-68.7901316381859826,38877.02578325717,-72.7353727540319991,34901.33142218234,-76.4060395202120045,36891.55275996878,-70.38343799483300225
33006.15326431087,-74.60933500535000435,43197.23507215064,-68.6294395220670023,46844.80325778334,-89.12244617858800655,30273.1608176823,-68.9465670688900045,38223.10513255357,-75.42216094012400125,37436.41009419714,-66.9086909848039963,34071.65969821102,-62.89345799566198965,40223.89268981186,-67.6723203247679803,35641.20190693181,-67.9783133952929856,38208.0609130092,-67.478280686516001
33238.73210051126,-72.8074351601789826,43608.44029967906,-64.7029568854239866,47360.48807434078,-70.2658412315099949,30631.78132594517,-66.88972718359198635,38854.11748327622,-68.8516193408079854,37610.13164631051,-63.845024260155,37872.18463654182,-72.81526259730898655,42008.48540157725,-64.19941601992900335,37125.16226771924,-83.9044530460049881,38894.71803573184,-73.90679995136298405
33789.86126002623,-67.0061015236349815,43865.25862642082,-60.4701281981359953,47658.83856044451,-70.86871872485198735,31114.77513819804,-65.90425226157299205,39116.0022732281,-61.2330361200519915,38369.1175846191,-63.64694470978199065,38071.44153257885,-65.65256117736200255,44077.42826445365,-68.8697954892469963,37315.34653308868,-68.7025953390459844,39165.46385289955,-73.1364391281489926
35303.18389966994,-69.2514783924870014,44344.23497440402,-74.7144202249019994,49454.21255513673,-67.5686740443999835,32131.88917545915,-64.28099395356599615,41504.94178855078,-68.3461918049839878,39274.43134791521,-69.6422781325399851,38787.34901738368,-68.8555850439079788,44542.53953614315,-71.22729519536599665,38055.91240224034,-66.1111737034839844,39679.36841248661,-66.50795538796998555
37288.52367665236,-69.51278163495598475,44683.67889004195,-70.73000656996899215,51153.84101659825,-80.21564731843898215,32546.03372714215,-69.08199382712999155,41991.69849057809,-69.97052884089799785,41721.26340334801,-58.4560058084839935,39133.46680526689,-63.39131733275799235,47801.59032703576,-66.6906406423109955,38603.8899063605,-71.3651941449749925,40613.83481282214,-71.196767628491983
38565.7775249535,-68.35830307528698285,46164.74180078993,-83.6383962328939956,51902.27614052087,-67.1942913471330028,32917.38078509567,-80.3833964457089959,42932.95739046952,-65.29373038629799425,43164.90455954735,-61.1098013615949893,40375.74730104174,-68.41635060020800525,48237.32975982986,-72.19678948185000385,39825.7102836826,-79.1455730695799954,40910.8610166841,-80.27631074550200165
40467.0929531807,-75.6370846308890063,47545.67342193126,-60.9023099210759963,52753.23746297874,-81.1241704688849833,33954.73432210827,-85.2616463973409961,45348.9938084808,-75.71431780596998325,43502.4278447874,-72.51301253367199675,41194.43874214163,-70.7385680529269788,48540.08344764055,-72.25860686340999415,42432.99990700003,-66.01695063230698655,43323.21459171344,-72.9898869832109934
41350.32714399488,-64.50154877834799515,48630.92629925652,-65.94364127502097955,53113.10044758952,-80.6315740663609969,35636.60809504792,-74.9581822489879809,46012.39827744003,-64.62090703281700125,45323.98926391766,-67.15028784884600535,41634.33704945186,-69.38080091508498955,50745.1983302493,-76.2935734680060019,42982.23736616716,-67.4497715895479926,43779.10634143461,-67.3544632894689809
41941.79101423166,-75.52867604336199705,49885.95523160171,-68.4768120603980035,54398.18792460016,-81.82040735210600215,36787.36088590399,-72.96474926794198235,46387.96320366806,-61.9628585642319931,47719.52938702244,-61.12379206708600035,42414.66287111454,-66.46216161011898265,51254.00533328122,-65.5029612753720014,46944.47014010766,-67.0637980062670064,47459.51225112438,-66.91488935784900585
42803.84562534964,-78.40317926488299315,52958.70208554829,-61.66004573209299605,55945.78247717019,-73.5957975414609959,38179.05552434247,-67.782166391613998,47365.77807206052,-69.4045897572179908,48132.68008004441,-65.9470330802269868,45699.20718698395,-63.93606180992199465,53292.05317964553,-64.7137249666469925,47495.33650110366,-69.3170933736269885,47835.54553366124,-72.89490116636397925
43916.84353364968,-79.3879546145379888,53349.21533063328,-66.2738635936310059,57320.54196479948,-75.6932734672080013,39170.92042766025,-68.80963906251298535,50502.41868302643,-66.59818365172898755,48416.97746830275,-67.27381201448500265,46519.21215159242,-73.90823908517398855,53966.61120972112,-71.59397022281200385,50293.50328629031,-73.60831859932397925,52128.02830187031,-71.43831739943098535
44221.86327885197,-71.5932290745089969,53806.65137704121,-73.771011109287002,57688.6617053451,-75.9135814749489836,39843.91479463435,-66.0757800049910029,50684.78583655051,-68.64035730146599665,48806.92427754326,-68.32800616041799885,47136.50399860449,-69.763213731584983,55163.94333705243,-77.79734815068698565,50651.21721348155,-69.95002782043198385,53151.11897350309,-73.01155985123799015
47165.16590229674,-76.3745334058589831,55815.40155707581,-63.65587373428400015,57908.7348420162,-72.02366353986297975,40838.93879558666,-72.49052217610199,53413.64984377034,-66.503935280171987,50399.0737973694,-63.32230072153099315,48322.67260077506,-72.9110613194879986,55995.54192100773,-64.53625005256799315,51895.38446330012,-72.04692887112798835,54204.19165907223,-68.9862933597860033
48376.96641765842,-68.617697880154992,56516.18200440807,-70.15759988224198165,59687.11599953018,-79.91722832933999125,44189.28952027314,-72.1379584178049808,54230.54996422592,-76.7319432165670034,53067.7415234236,-61.72743538778099965,50464.72155472759,-66.8328058778219824,56337.10579185512,-73.2864310370119935,52188.37647160636,-77.2571748660070054,54466.24572298486,-78.0677653659229803
48929.49199173715,-71.9083267764210059,57930.13951200087,-65.7924338619770024,60179.5924596516,-81.74839069203599685,44813.82589081508,-70.21609717007399315,54500.50718201796,-79.3245576006449935,53857.83795719033,-67.2717317595260053,51518.85071455469,-67.48908298237199655,57063.77286999777,-71.0443990694109854,52648.44695539024,-64.5121928408210008,55988.48283724871,-78.84991236832999535
49536.28583740399,-81.87447078881098125,61472.46995960574,-68.45213074670098735,60675.70191973266,-76.40920838980699125,45028.10968601838,-64.7957785402539909,59520.30489224346,-69.5587941153279981,54188.31079037478,-64.8458364269060039,52523.85216184759,-71.84897320450698965,57399.14358703943,-65.06915134989199565,52940.950470741,-71.63297183494699955,57108.73532030099,-79.25331524904498755
50850.4188375783,-65.7118012029409894,62431.39228125269,-83.58339742610698385,61879.63727940391,-74.47432338134700535,47274.05468150906,-61.468921117126001,61702.14563089875,-69.4874837007010055,54462.60557902323,-63.59104506493999025,52902.46695643733,-68.8375829385580003,58345.33530445191,-73.184088130668982,55143.42134109366,-64.325325768509998,58871.26352804665,-75.1705402619059836
51108.13517284242,-77.53953104172899165,65436.46825785748,-65.6980395900029916,65639.41558480483,-71.5396094920239985,48693.63066812413,-63.4176000160859983,64982.80999346122,-74.54253246206499715,55984.86186955355,-65.9570924397529834,57431.16489949919,-85.1332700286209839,58636.86461224899,-71.5986614503069913,58548.64467106176,-74.89762118901398915,59445.67734243082,-66.57840504617900005
53899.64401038432,-80.03031297695798655,65873.63977942354,-66.5357087053529878,65943.46896637809,-67.6633072918469905,49850.44231072171,-74.0179160409099948,66853.50796610394,-63.71804231127599375,56822.75416317448,-67.91536139838098025,60486.87757359726,-64.0725388826730008,59085.23427255832,-79.25470579143399135,60526.52447745146,-70.2862188289389846,59939.29296503086,-76.0823515889360064
54103.39388268974,-76.19462235352398215,66237.88352907438,-64.939730774658983,66316.65803556161,-71.04849946085298005,51297.05164704327,-64.03565253011097955,67479.35085668596,-69.5850803041080039,58260.50864795963,-59.0468974193929908,61266.60350284702,-61.533229143821998,59513.03142564808,-68.06722727066298235,61430.94617929279,-86.9422459647329898,60208.96739663921,-76.17907094320599955
54435.82976588639,-65.6263639599639814,67072.6490552839,-66.25765496284998315,67802.45306186172,-72.25731516913899065,51682.14817867626,-75.27691343079399605,67749.27711519948,-67.20194075897597925,60673.2163512348,-71.7266777570389988,63685.53532088096,-62.7739445664589934,59690.93502607944,-80.88187524419200235,63110.50444640625,-62.4771514078249905,61623.69748258795,-68.25941388001697855
56258.29734867782,-67.59907123945100665,73475.51122073622,-77.436087515809987,68362.64068100203,-69.35577736612998455,52027.02851311046,-72.28705822468398855,70318.98293563058,-69.17285408021899655,61229.98532784337,-69.24314713871598285,64794.95087760334,-66.7404651319539821,61264.40452597502,-75.21523306761599735,66437.5486338184,-84.3291599974369885,65973.05631547506,-85.62987308728199265
57850.88113650053,-74.85359527910199485,74564.54115603214,-85.0839169173920025,68942.27891996017,-71.07710572689998655,53505.64585946505,-71.4109810019999995,71836.30815289361,-90.64516354926098485,61775.1597350379,-68.6754349442439886,65334.45628296748,-73.70184739976298225,61734.15305268792,-69.82798815702398065,66693.31538978497,-66.8137681174829934,68434.57026643493,-78.91876062673699685
59643.51427214404,-67.27665214903700505,75359.50691191208,-68.193113540072005,69795.94773593569,-68.9856820707369988,56190.61131436662,-64.396001475856991,72381.02638644122,-75.1079460969639851,62868.50162863551,-63.53134393148499705,65801.14556751776,-66.4653010925889871,63223.88278836486,-74.98009698408998225,69315.46654403035,-63.1669079354410028,68811.52473950017,-72.86155452637598235
60157.88053568872,-69.13600224318699335,76503.58270198024,-67.35385416649799565,70109.13642564678,-68.97290594793398065,57098.64448919525,-64.6048074423750049,73131.53135485893,-75.53982362110698975,63146.34132789684,-68.183468213520001,66127.97245604447,-63.212248856318993,65654.192934547,-68.11333974697299685,70015.28050110688,-70.62694206483800455,71094.03487652112,-68.3316256567289881
60532.73090450376,-66.9492444568929838,76788.75093197551,-76.66924348801498435,70286.14618874739,-70.24572596180098555,57633.01597477309,-77.79402556742400035,74347.06364353079,-68.4798104867769834,65040.42458485879,-54.5485179134779938,67323.21951943826,-65.28651687587498,66428.01204648328,-75.94771165463799855,70875.07459393152,-74.2427780769599789,72177.35812961321,-73.69310569945599785
63094.332537304,-73.7767835261240063,81563.80615468467,-71.85217127617499925,70855.84904784007,-81.84667119843697925,58312.20818453449,-69.1855000198679873,74742.21255781781,-67.30778854940598385,65296.73410710951,-63.4610473987149956,68281.63768328702,-75.0573301468009785,68608.32024270103,-67.619609576162986,71269.56052994525,-72.4893647792110013,72543.50552079736,-65.98145725770299885
64241.38820533231,-77.1089163363529903,83188.93187564281,-67.8018574098779819,71840.36619617434,-74.48032774318897925,58842.11026337594,-66.78547739754898735,75318.08393687947,-71.57024406555098015,68374.01712812737,-68.1685977389989828,68734.59338858139,-74.8874165889959895,68976.26984041683,-71.95966800007698765,71782.80500438032,-68.83821560422998655,72776.98254436401,-69.24052550128399705
66942.69774948005,-67.99789220598898935,84134.72777552651,-78.16160337475298515,72978.91240529749,-81.43061657576097875,59243.94492681905,-71.44985617199299065,75670.07360985164,-76.57711071811900155,68700.67852716543,-71.85237676423398015,70265.41667326542,-69.0720349321809974,73646.94718223136,-65.35469965458099725,72202.35107500746,-63.5465760668080006,73278.11244247624,-75.6912304440899955
67222.08339275583,-73.06664317196299375,84521.40372922373,-66.54790666887299705,75085.60286193008,-68.55447135983399655,60344.90500750748,-72.16059700556499455,76578.39984571852,-70.20016636244599775,69174.49278673803,-61.720772834445995,70980.53226405572,-73.3357033618689795,74519.66893289951,-72.0539993923019889,72594.80125042254,-77.242136974627982,74171.66329905861,-70.57689920638398435
68122.55528940474,-68.1252278759649809,87782.59051815882,-77.7377017127670055,75303.58062322212,-73.52223754190799785,60985.82519375293,-67.4548208758429834,76771.63146970477,-69.78728235189799955,70093.3539355398,-67.85797634292998715,71383.72579178843,-71.3331417519279964,76514.45226072496,-79.3417817437259881,73007.44630078646,-68.576588212616002,74369.26227706878,-79.68995240384299415
68544.45184479909,-64.61823211358799285,88158.07770446771,-69.7025735604889858,75679.44525684392,-72.7174184281179803,61551.95140259579,-67.94995089327500155,78286.47009760332,-70.7454969100879791,70670.10790565176,-67.39528959676300685,71924.5902297845,-65.9804422327800066,76915.65281909448,-64.35473706313399565,74801.43940193805,-73.21149925868698435,74608.03445772676,-71.23415854514098515
70801.57292774613,-65.6234126111019973,88480.05835750689,-64.9612375941690059,75856.62924965157,-65.41842649110600375,63386.23494161205,-76.9477407830119941,79491.22485075745,-63.8692489891139983,74391.66293537226,-64.9375156374779861,73047.1302329158,-63.15912454729799175,77273.46424533918,-77.0089837962430008,74979.5285081516,-72.3754547507859908,75148.49326048608,-87.09899958106799955
72270.91032786358,-65.93516798445398285,89300.28530201118,-62.02743597832599655,77468.61241692507,-69.7693576564250006,65547.57365568365,-68.34410138161499025,80219.01192048041,-66.83444384430799775,75033.52540732791,-68.8278550424950024,73942.34674348604,-66.2090058966089996,78574.0982896228,-69.46972224537600455,75406.60040987031,-67.254310471185988,76161.40142099969,-66.51074775515198185
