"Vector of RSSI per node LoRaNetwork_moving.networkServer.app[0] ($0=""avg"", #0 - General-0-20230512-17:04:34-51471)",,"Vector of RSSI per node LoRaNetwork_moving.networkServer.app[0] ($0=""avg"", #0 - General-0-20230512-17:04:34-51471)",,"Vector of RSSI per node LoRaNetwork_moving.networkServer.app[0] ($0=""avg"", #0 - General-0-20230512-17:04:34-51471)",,"Vector of RSSI per node LoRaNetwork_moving.networkServer.app[0] ($0=""avg"", #0 - General-0-20230512-17:04:34-51471)",,"Vector of RSSI per node LoRaNetwork_moving.networkServer.app[0] ($0=""avg"", #0 - General-0-20230512-17:04:34-51471)",,"Vector of RSSI per node LoRaNetwork_moving.networkServer.app[0] ($0=""avg"", #0 - General-0-20230512-17:04:34-51471)",,"Vector of RSSI per node LoRaNetwork_moving.networkServer.app[0] ($0=""avg"", #0 - General-0-20230512-17:04:34-51471)",,"Vector of RSSI per node LoRaNetwork_moving.networkServer.app[0] ($0=""avg"", #0 - General-0-20230512-17:04:34-51471)",,"Vector of RSSI per node LoRaNetwork_moving.networkServer.app[0] ($0=""avg"", #0 - General-0-20230512-17:04:34-51471)",,"Vector of RSSI per node LoRaNetwork_moving.networkServer.app[0] ($0=""avg"", #0 - General-0-20230512-17:04:34-51471)",
390.8983030522,-61.1043828612899913,375.31771823609,-83.83306514026997975,408.66584143105,-66.56172281325200375,353.87595534669,-67.1427342007069964,327.8423499053,-67.10048094744900005,372.3526605718,-68.37599594167599515,255.63073906469,-53.21139526420299125,463.1382081202,-76.9237994971329894,369.38735854442,-67.3634629072389825,344.256128928,-69.9204585108279841
399.74284065795,-70.73417865900699975,379.33723823239,-68.14416895618299435,439.22214782069,-80.03645840977799225,361.38735545589,-72.3714662057039956,333.57294203397,-69.5045637194469916,386.8983016307,-75.25677191286300155,259.65026220116,-57.11520896778299045,467.15773124686,-75.9866765874949973,374.20088032233,-76.25340553791897915,349.59791990664,-77.44884538416098935
412.15832467119,-69.16708004311197985,423.50426867018,-71.2255045898489808,443.24166783324,-78.8499843115569941,395.73238780093,-70.64138764595998025,362.18135751412,-61.86454646305999435,399.72331926414,-69.30701937416000625,283.67988507869,-57.48803591214999615,472.03078241836,-74.9303274710649984,387.96524645302,-71.8860553760529794,355.59452859979,-77.5805710529059805
416.1778446595,-66.3000743883050061,437.53217999804,-74.28411293933299915,456.85209622095,-92.4349440273069828,434.93245577724,-70.64319725125397985,366.20087752475,-64.60668649989099755,412.53008569423,-64.749143945428983,288.50982319922,-50.5977916552039913,478.40559698488,-76.99966910270498455,397.37783540559,-70.06380027010999325,375.66957847721,-74.0591770113140054
438.22262751162,-69.3806290558439966,441.55169999203,-77.06712190272099825,460.87161984685,-77.113323010399,464.0112604768,-63.9340372853069991,371.82461604189,-69.1537669396520014,416.54960569385,-66.40058730480498615,295.84920218478,-60.6100010132829963,482.42511774552,-70.683350924888003,411.80473055925,-73.3280690482409906,379.68909848182,-75.17439052515399535
469.26160178619,-64.57385510876099465,452.03256619787,-71.78105545689498935,474.79214197671,-79.72413751802298485,468.03078046637,-67.0855576700849949,381.0475294677,-80.3672310164849929,422.96083264872,-65.76985601291198665,299.8687221849,-53.04938454793399655,486.81166388115,-83.21908834661499515,416.9153980039,-76.3368251083889785,450.04931197229,-69.8131436333370059
480.45177394864,-66.368563670838,457.14933382989,-72.548977785828981,478.81166198849,-80.41721722264000465,491.14218077372,-62.8033997419649948,388.85078770392,-79.96433444616400235,433.65930139789,-77.5440060758290028,325.26709357433,-59.9746489601439944,491.23501741735,-82.7096115342519906,420.93491799402,-67.3779622328679861,455.11980241373,-69.9637904786710008
484.87596375744,-64.6753718468330019,461.16885382319,-76.87374671860999315,487.95296881428,-76.80894334929399715,503.11265673388,-65.71983641967500465,413.55973636691,-64.6003831627569978,439.81865711317,-70.07589995120699165,336.23178183474,-50.83760775616899235,512.54699216925,-76.29856588302999375,425.17372062427,-67.95145941790900655,474.40559690825,-78.90494241851197875
488.8954837506,-73.058839437797985,479.21549592067,-79.38748688390600675,491.97248882572,-76.9699613734769909,526.30048545088,-66.4489773835609864,418.01377638642,-65.8408103575270044,447.37382421704,-72.6641019885790055,340.76182434577,-53.06689164891299955,517.47745915775,-81.764176140019998,433.17372449566,-79.21601535308698735,478.42511766743,-68.9709766946519946
494.81166544963,-79.84654888788099905,483.23501591322,-75.9560657939379948,496.43085514155,-78.1807569535779973,530.32000543945,-71.0859992576889963,424.93491991921,-70.4809035296519821,451.39334421571,-72.16728494764799935,351.89608872264,-54.11104639985899195,525.6860696219,-83.1778283373369898,437.65930258171,-69.3912812793609814,482.81166380145,-71.78745380439698885
499.14218299931,-60.29376631258699585,494.65136580768,-79.0544767000199894,508.37455630133,-73.96431966076798375,537.13180542928,-60.90209142792299685,429.17372256938,-87.1647426015109939,456.03256647485,-64.2341853100959949,355.91560872975,-58.825860604916002,541.89044761918,-78.4484536961049909,442.22262932056,-64.17250021180399225,491.25453809463,-72.00412442142498965
516.24209243304,-65.71494376211100505,499.25347023191,-64.8848429046369969,545.03714670087,-78.8174253766399883,545.66514815924,-68.3039150882430019,443.32299805603,-69.4038588976519859,460.85209741756,-74.0870066360809855,361.34942015902,-64.1274441443499936,555.14417878721,-72.7204952076379809,459.13820632474,-73.40232371742300155,500.62243207311,-74.94771826295300315
520.2616124297,-73.45815604410699925,503.2729902238,-73.8399639765029858,555.93294786567,-75.13219195088399225,557.70450169598,-73.4834043922350016,447.34251806435,-64.00673702309799725,481.68797725993,-67.8238933376119914,365.38735582839,-63.35884663662299925,564.07413787966,-79.0980583734960019,463.15772943783,-70.53535182369498075,504.64195207257,-71.33461738336498535
524.5469958142,-60.52195742431399565,508.30817731199,-74.55991415788500355,559.95247276919,-67.766239140289002,561.72402168427,-60.1836114472090029,477.6446803473,-62.00158070879000125,491.74149608358,-76.84301448824498925,370.20087762612,-60.5794994858679983,595.48204184459,-79.38092758646800435,478.13940636782,-65.6563230732089946,511.61627450128,-74.51029803120900385
529.13180140266,-60.6494015212140025,512.32770052013,-78.3705882248179931,564.98614123927,-72.92399924560299925,565.85958295674,-67.70364133176298055,492.4308538617,-65.8721979515059955,496.84528428582,-68.6284741295199863,379.89962400327,-61.2835704377339991,619.51249676482,-81.35229521424599825,487.25408264556,-67.5625713768429816,516.32770199714,-84.09200209152399415
534.32000638243,-60.66316472814499125,516.54699311903,-73.6709926439820035,569.00566658562,-72.0943390627529934,570.67153192982,-63.29064620902599335,504.30817579764,-72.3245434159979934,507.61627306374,-71.4040160390599963,414.01377451719,-67.86982009295599005,627.58452696139,-77.8797539417139998,493.37316107216,-68.0649467645089883,520.54699460374,-72.77178098810799125
539.09793304685,-65.98437053653498165,526.64807059176,-77.10571495406799125,573.19438373574,-75.0560973043940006,577.19438467354,-60.08890786041099805,508.32769902046,-75.0493628537669789,520.18971141235,-66.39121317901100365,430.69395184703,-58.97819441170099685,650.30006977462,-78.33001812648097905,498.49542968451,-64.36843250062599935,528.54699936268,-85.0924132470759954
545.89044882819,-65.48685819299399185,535.09793197951,-66.15243155479700465,594.413576478,-75.3595520066599814,581.87766830821,-64.8776121872649864,519.41777161853,-66.6755308755029998,535.4917175771,-66.8033197050909846,442.12995494932,-73.6325824834189856,654.31958977042,-83.84678926473497975,525.13180055566,-64.84264530769198105,533.13180495178,-79.4684359639900035
553.03714953681,-59.3139873028329985,551.17882631328,-66.0501442448259863,598.43310122493,-77.2066437148390034,589.6985053078,-61.7988049252559929,535.70394456266,-78.17565089344998315,545.13778730897,-68.4732537718900003,446.14947495964,-57.9575261605040023,660.93613815831,-77.7019036297529904,550.81569368109,-63.1146070313609895,538.3200099312,-72.741644462664993
557.84005944579,-63.39990902861299535,555.19834630359,-77.12288593778399075,603.73532447002,-77.42012996689899715,593.71802529601,-65.53553845067000315,569.1943823673,-71.12952320645598515,550.70547706966,-67.96385503239000035,453.32054325858,-66.1852872659769955,695.60061930385,-82.6264654267569934,560.98613749202,-71.9654348670269994,543.09793659429,-70.3674188631420063
561.85958185753,-67.1738644394469871,559.93294957792,-66.17266261615799275,610.48603292312,-84.0558574172839879,598.41357730985,-63.35797153469700025,573.21390415057,-70.6151502132179868,566.67153152004,-71.6603542826109955,457.34006326895,-60.0107568906699951,707.23668791924,-93.8244619863770023,565.00566281672,-73.20609633469999235,549.03714831824,-76.8053839321260054
575.44924969115,-68.847239989466004,575.14576264576,-85.11804273845899575,614.50555656607,-74.99293041458000155,602.43310203724,-65.35739315333799455,579.14576459644,-77.8326014213759831,596.39349780996,-66.52986386683099315,463.06030924416,-64.67211949024797915,722.7032585753,-76.0425005117519956,577.87766827715,-73.21873356878100455,554.70547852448,-78.4306118947399963
585.90193152637,-59.182196038272991,594.83429184271,-62.94147495002999885,623.37178109068,-75.4381201714940058,606.63150583137,-68.62716543185698,587.79591514158,-66.82444169989898315,615.60297121014,-79.49602229720099415,467.13820839511,-64.13820205480899955,743.61173826281,-73.07039766492499635,608.8859414975,-69.4762631256209883,559.14417943223,-71.06121980343300465
609.07952986097,-71.9690807259779885,602.63150574929,-66.1777708494689986,641.45580100873,-73.4575632635379916,619.54240070021,-57.5414829933899908,618.85206043104,-86.71134142011098285,619.62249120458,-66.94774925397399535,471.15773152959,-67.79261785877798705,749.91641217445,-79.12995726908798125,614.6171115936,-71.6034995740549786,563.93295113885,-76.0753881255689916
614.27850950734,-63.61056048737700025,606.65102716941,-73.62490045747099965,645.47532101454,-76.70414027483499785,648.58756293522,-61.9239330057449988,637.25820091873,-69.3333676407789878,645.17022661869,-66.8090897415959828,476.03078271076,-63.1620357025679906,757.14790071099,-91.2701217232689994,621.93523957384,-68.15947320402199215,568.68061309428,-73.3508975538949809
618.29803307693,-64.78271936854798675,612.8859449994,-65.27637349355100555,661.77882928871,-69.33800305674398565,652.69678248563,-61.12701764946299905,648.4836009783,-73.6755486872139895,650.18152559208,-71.56809485384400175,481.64468047251,-59.7909686961910009,761.1674207033,-79.41688218866599385,625.95475956127,-70.03119402555898875,579.34286676367,-70.51546185496297855
622.8520616473,-60.1295816479709939,618.27851171512,-66.7624639459089904,669.32217835643,-73.2685465467330059,656.71630247495,-57.26698522057199605,655.81468067337,-73.1388925221559983,661.45596760416,-68.7303423374529811,485.6879777907,-59.50569368732300275,771.62276870444,-79.03864868640098925,630.94421752799,-74.5294570858669939,583.36238675987,-70.3981913751869964
630.99697176279,-62.4070774829109919,642.70268089347,-72.59107997516198885,699.25579401452,-69.61882878957300105,664.93613846563,-56.5077310568480014,677.23663882404,-72.32226090417100265,666.16984880937,-70.5822457700089953,490.81166670807,-62.20473555286699225,786.9471400719,-75.7428106299960004,634.9969730379,-63.46763925970999735,599.73532228125,-69.61643283726098705
635.01649434606,-67.11429776302398385,650.20773055548,-68.5268851246420066,708.17030725301,-69.4666852955839996,670.169849075,-57.66010736740899725,681.25615882377,-74.7733316385310044,670.18937045294,-70.30649434600400105,495.14218177109,-58.321542868321998,791.75107880641,-82.637828137856985,639.01649559937,-73.84144450429900505,606.48603071417,-81.2170082514739985
640.0692218292,-68.67561702305999885,679.15557410672,-97.3959573833020041,712.18982725582,-80.30117338209399215,688.60431406616,-56.8993419610459907,686.00160315937,-73.66547049505399485,677.0167875552,-69.79532202234000205,518.64172852006,-62.67249911477199455,795.77059879773,-74.00325025214098635,644.06922305485,-64.1618121579709848,610.5055543451,-73.94901178222499955
664.41234019067,-73.4787081159759904,718.04149615713,-60.43555994952698965,735.95900722959,-69.49885872839598705,715.1647183876,-65.2504973750179998,704.06602181412,-71.38897492039598075,684.81750987777,-65.7715037988869821,535.37781060449,-78.87588011781599535,800.3970249594,-77.6707139406609881,651.1661698194,-64.55626803736200235,621.96858846805,-69.9039424064060026
675.89215189635,-65.6766446443959919,722.06101614446,-70.88503066282999015,739.9785272311,-70.16850717137299375,724.90042309286,-55.981332681693999,712.77488755232,-69.14827057593498665,728.31623069664,-70.01987455001500365,553.8400583933,-64.19667338071900505,805.33102494482,-69.43309538469000565,655.18568980748,-65.4192721973259948,626.94421685246,-71.19350819260398535
679.91167190815,-81.13638460710998825,730.73080068771,-72.61033477656698635,744.32253744993,-87.2862265754120014,729.39732849627,-62.4102600554069935,719.1866645366,-69.94393091214899955,732.33575068895,-67.39512600295498125,557.85958081269,-69.71592418828700465,810.16845253462,-74.4490651110529879,676.98354303674,-68.1839224849159959,633.404166139,-71.1182589933039819
689.7791479122,-72.2028900814059963,736.06466828469,-74.2574432687279963,749.64606961292,-77.3786225449389914,733.41685099729,-59.6397780422449981,726.93947709472,-76.80835763298799155,736.897682574,-72.8450804766149813,563.14418002385,-70.2128046959089996,829.61647901535,-84.286717436719982,719.93659084448,-55.50569617666700115,643.50751358014,-77.9295222153569963
693.79866792444,-83.33955274646200435,749.16849690889,-62.7699659071149936,765.07465969365,-73.45122843451397875,766.05383420805,-52.35738463948798915,733.90171236877,-68.98468169768199205,745.64606631064,-64.2272252264789924,589.26663707846,-71.26203734393698125,833.63599900569,-79.37819364099999535,723.95611083691,-63.1891910007329895,647.52703357383,-80.2983203857489795
