"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #0 - General-0-20230421-16:55:12-47656)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #0 - General-0-20230421-16:55:12-47656)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #0 - General-0-20230421-16:55:12-47656)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #0 - General-0-20230421-16:55:12-47656)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #0 - General-0-20230421-16:55:12-47656)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #0 - General-0-20230421-16:55:12-47656)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #0 - General-0-20230421-16:55:12-47656)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #0 - General-0-20230421-16:55:12-47656)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #0 - General-0-20230421-16:55:12-47656)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #0 - General-0-20230421-16:55:12-47656)",
33774.81345389513,-120.3142069113699785,25729.17682850605,-116.5810218613599995,27835.56692760648,-116.1244229029399828,26540.94770067569,-115.3291539979999808,29361.8265446899,-121.100442176089984,43205.4621066298,-119.8797439808899977,36708.02502957138,-110.1113697065199798,40585.35222173048,-109.3953313797100005,25350.58325664529,-112.2656846428099864,35067.66515658828,-115.995112250409988
35307.67488113708,-123.0820599807200035,26035.87283361766,-116.5381570235099953,28031.66196749041,-113.2721286205799908,28262.64541010462,-117.8127424234999975,29584.00574686855,-117.9744738397899932,45054.99114564648,-130.7964129949199896,37123.00780943356,-126.1249421513199986,42209.98067087026,-107.9802715400300025,27172.14467827955,-119.6655089186099868,35407.80776959234,-117.018162429039989
36623.22893064163,-118.2155521972599951,26921.36408898124,-114.3213430374399872,28726.16410599712,-118.1270764135999793,28446.10383694206,-119.9358876682899786,31079.92948266146,-117.4004535001899962,45618.92692905081,-129.3477017354999812,38175.50924549717,-120.3815208758099966,43429.31661563855,-115.7930457491999896,29446.58817169392,-110.6500940119599926,36146.63688173406,-116.0935440600499926
37033.17500320471,-116.1779880343999872,27237.74270228124,-117.2081188867999795,29671.58842330463,-102.6147348982700005,29977.82493668656,-115.2152258379900043,31787.69321888521,-122.088722199360006,46315.15045684731,-114.796173394990006,38356.15071254226,-120.5358730887499798,43608.62849219598,-111.4824704643899903,30290.66726534638,-119.6142432578400013,37331.28884249396,-119.2555750211099901
38059.04987972971,-120.5531935359200015,27450.40514200727,-114.5981943444899963,30564.21505084908,-110.0894273981799922,30182.11554336567,-120.4522842113800035,32221.22835112474,-123.424481311410005,46757.15962152791,-119.3553074641600058,38620.00434171474,-122.0764433330799926,45577.67758235148,-107.5025241425900044,30860.43837902703,-113.7625647571200031,37718.81295006,-109.993906332259996
38784.41925029186,-119.4409833041499947,28864.41099661314,-109.991036574329996,32766.68591869774,-112.494506803709981,31990.11160427306,-119.897149011110002,32579.55494048897,-122.1640695948599951,47062.08799029148,-124.73229834768,39286.26384372909,-120.0167677365699882,45772.78030733348,-119.013678442550002,32902.0955113697,-118.2426054759699805,39386.818107958,-116.9273575302299828
39619.49877595239,-119.7945485669499982,30355.19451202704,-115.7431331917699987,33369.10604986751,-109.4665280854299848,32878.40994597965,-123.6337682950799883,33671.69139459559,-114.5649771138199919,47369.523591304,-128.9373571710900132,39899.15896969598,-118.5265952358300008,47564.93708067788,-116.5193555357799932,33436.46699193954,-119.9700342841599928,41781.87377894218,-109.1475822017499976
41374.13603169756,-118.238959254250005,31279.10958045665,-119.9343479063699926,34293.80099544011,-110.1469657428299907,33700.24018608931,-116.7972633779999962,33973.53682080876,-121.0094975911199806,48062.43703488803,-123.956165554069997,43512.79128538798,-119.7675728338699907,48649.15933008813,-110.0551382814900017,34632.19962157139,-121.1036515203399796,42586.9861589948,-121.2843536875199953
41552.41634061095,-120.5170683088900031,31564.30369290925,-118.8545487713899997,34471.70459336747,-114.8591879327599935,34220.49998810548,-118.0721240282299785,34455.02330182965,-116.4351636797599945,48594.43189743464,-125.6933030943999933,44411.27278345301,-129.5526716505999611,49631.29290683063,-117.8354439211499875,36454.12852938139,-116.5686829383400035,43264.7742329948,-117.4595521376799917
42055.24705541183,-122.7432138840700015,31768.05356020667,-116.796672645339981,36609.07971279072,-110.9993327955999969,35606.24585167242,-120.2732769966799816,36234.67827499891,-113.937764551420002,50552.0186678186,-121.3434642672899878,45926.11141135156,-119.2327021386900011,50932.74246549678,-110.7437118618900054,40213.90683478231,-117.3991038405899868,44254.9002486194,-110.9319924361799958
47507.34133007468,-122.4020081065699792,32030.1076241193,-112.6451215818899806,36837.33704751828,-113.7072085781099981,37959.78369546419,-118.7678903577899797,36839.36606135451,-128.553601053279976,50852.79090879629,-116.1085912476199832,47901.08610616181,-112.2208598882099859,53003.42452336191,-106.1382482276899845,40431.89987004037,-121.5439674433999921,44497.98003916855,-120.2100857206399946
47733.29678326059,-125.0816177776599993,34575.37017321075,-113.8616169921699844,38112.27457544534,-111.7768835189399962,38806.43868592859,-117.2676701267799895,39540.67560800625,-119.5362801010599862,51605.5055323561,-120.5790817271399926,48495.01727793259,-120.6399959797300025,55192.89393006699,-114.60932518541,41901.23727015782,-115.9480113882700035,45142.08470404042,-122.2916972310799788
48722.61439476175,-113.9137409238300048,34770.93781848925,-115.6413680088699887,38451.66772981183,-109.4494247715999787,39067.3163745746,-120.3907335528199947,39845.31516839331,-118.4975029109199903,53550.30818496105,-125.0057918665799828,48886.80372918935,-124.4099998539499831,55584.0778004011,-113.2503026517899795,42527.63455618507,-117.2344574753300032,46404.45657016514,-110.1657671436999801
49638.69144143815,-115.0048003701899966,35276.47693239136,-117.3504511166800053,38910.66638292905,-110.6937495285299912,41839.70968839959,-120.2552668026099805,40042.44433594959,-123.70401433856,53839.41803850459,-128.8424905974399616,49927.50971139536,-120.9648969884199797,58788.75050829396,-114.9626818334199921,44265.34467824135,-116.5114027717799837,47886.39761746943,-115.7895600454699828
50744.06857322659,-123.617601517039986,39015.82585890811,-120.1902646800099883,39490.30461938319,-110.3112082478799887,42340.83958901582,-112.3218147006299996,42946.96056510479,-115.990685374269986,55020.05703381803,-125.5658731095900005,52216.44789371949,-123.9487365424299976,59337.05232349959,-115.5151339846599962,45952.58673812965,-115.7303251317999862,48105.45931970865,-116.5504947116099852
53558.73636064076,-125.3542377963499913,40454.68922683112,-115.5700478320199801,41348.49153700916,-110.7721809563399798,42879.32288909474,-121.048966364929981,43232.04112762332,-124.4543082225499968,57881.04932151408,-122.0180862318899806,52641.69911522292,-117.2623445385899852,63691.27668806743,-114.5484061450000009,46298.36046300263,-109.469925731849997,48278.34740761462,-117.8376285888699892
53923.96889696368,-120.3679317505699937,43105.41184785725,-114.4846086481699951,41597.53655945106,-106.157140749469988,43817.01670479681,-117.8145442080599986,43945.55173907417,-116.7351834996800045,58953.69243304704,-117.6089818936399917,53104.99634672256,-120.9134487894099828,64631.41768400581,-104.3356826589800048,46722.99280365222,-116.9456808471399818,48580.68108343396,-121.8540905631400046
54773.97882009919,-118.5264876196600023,43702.60704903649,-111.6534338143499946,43950.56582635366,-112.6018836830699848,45137.13336924719,-125.8033201929499962,44593.94983057849,-118.6902322689799968,60164.15150621768,-121.8052147806199907,54116.35131349212,-122.2064920656000021,65369.98735335863,-107.4312236144099865,47576.16418690961,-121.592529594569981,49195.66046855987,-118.124362144179997
56799.04177456617,-121.8448761571600012,43879.79103934014,-114.6217640552799816,44429.85207676092,-111.91371498446,45821.35005776052,-114.0415006590699813,45148.43192788059,-117.4279965325000028,61496.61748682546,-125.0086161593299887,54618.84683636798,-124.2869729172400067,65732.07015626303,-110.6761531838099865,48274.18675412413,-108.0860021949299888,49782.76873843331,-114.2426329306899785
57052.17543976197,-114.1355279395299926,47238.11103289122,-115.5152947309099996,44603.53143730629,-109.434759326770006,46651.61692711007,-119.9476168551900053,45418.88333159006,-118.4311562942099833,63311.56780871255,-120.9935604355399898,56172.43170321813,-120.8332350053299816,66623.73281280936,-112.644001598209996,50206.57740195317,-122.0350058787099948,50186.19256540761,-115.7462889636900053
57788.92487007211,-116.7417798699799785,47620.67488448179,-115.4154951693300001,49540.00219372201,-113.734600417839999,47681.23712231841,-115.4242363884600018,49622.28308183985,-115.4526764297799838,64712.19945601176,-127.219961652439991,59538.9523035921,-113.4332097403899975,68571.3586653917,-111.7197033851900013,50884.69258927774,-123.8195497644099982,52670.02099108925,-116.6669752065199923
59288.45136890795,-121.6965471968200058,49352.63224632784,-115.8853936301100016,49815.31955338523,-108.4610946433499801,49040.0053922012,-120.2263266814699985,51874.83345241286,-121.9446496603100055,65721.0701205232,-119.1824285708199791,60115.063624278,-126.2584137450599821,69651.13704097517,-114.8651320047100054,51207.11607094609,-121.3643058642199997,53686.24755930348,-113.3200150766899976
60403.54438451645,-122.4524705143300021,52241.53439432299,-108.761485795840002,51144.90803541111,-113.3599755040699785,51027.56482591823,-118.9758656761599975,52427.11336229558,-116.5928723008399852,68542.60806041923,-128.7029622641400121,60622.50391028926,-122.2156712225499855,70414.79000716704,-118.176787957519991,51588.14608109808,-113.894744632530006,55396.94617397188,-114.993530711539989
61538.70847207895,-118.9135587973700007,52902.7407064798,-116.9822390553100031,51952.93155874688,-112.8339025944299859,51918.27689137777,-124.5661599201000052,53482.86301443709,-121.2844709876600001,70185.1035387934,-124.2032590361099828,60810.79287595335,-125.2053886097399977,70804.24565372795,-108.8567287655099843,51912.25397964308,-119.6449781232099947,56820.69883056918,-119.0137239517599988
62153.58779859727,-117.9750195468199927,53671.17813313035,-114.90068033256,52657.46989026149,-114.6192749546999888,53522.00075583703,-118.28888027744,56765.81096725992,-121.9328337736799876,72454.40136843735,-118.6735744178500051,62348.75796186211,-124.8317507026899872,71055.63680174157,-112.7193782537999875,53251.63989061097,-117.4622635229600001,57166.61871882382,-121.2486717040600008
63018.25556492696,-118.629987080640006,56640.053377186,-110.7211832124699806,53137.98312933111,-111.7381819025700048,53863.43174921002,-112.7770295135800036,57020.24645654439,-115.4041272257900057,73228.54116598859,-123.843165223929986,65758.32712953459,-121.2556554153599957,71916.29359671248,-110.4300727630800048,56513.13252899317,-116.489265903990002,60244.07301405384,-113.8230650575099782
63772.02516291823,-123.4371836205600056,57812.87235164981,-124.0097481567499922,53846.89200467004,-117.1958460485099913,55209.99228678412,-121.4851252032999862,58332.78144721937,-122.1958684879599837,75287.16769796715,-124.3167147100899962,69272.0666701964,-119.069023319869984,72097.64853621507,-107.9036954182899985,56894.64001774813,-118.9638229929300048,60873.5164711929,-111.6086631795799912
65323.9967060941,-116.8671378505899833,58337.84305584146,-109.6310536360199986,55286.28058215775,-110.2997654680499973,56298.78494001619,-119.1143096273399913,59320.85969863333,-118.0900676896899876,78281.80997680186,-123.9740886070499921,69838.32688000432,-116.8323940662299942,74178.87382499021,-116.6347738796999913,57582.89503444832,-113.6661470957599812,63438.1180260582,-117.8202348845499892
65921.00669783893,-113.8156458828999856,58738.92116123933,-113.3902191388399951,56020.2993791622,-112.1504180789099788,57321.5462567015,-121.2442246903799793,59987.93644255842,-121.5088315666600063,79421.75953509025,-124.9840180975699862,73058.12672913817,-121.3664187419300045,74944.08379925497,-109.7922762524299851,58128.32099074338,-114.3835913440399845,68890.5634536374,-112.2577003430399994
66743.05948168264,-123.5127140008999896,59470.82487261018,-109.7783068375699993,56692.91540894615,-113.5889321833899994,57716.46381810173,-117.1861689651200032,60465.99164180651,-125.7842863937999876,81972.46516972807,-117.7370049094799918,74013.15537199215,-114.6269721676100058,77535.97390043664,-110.78414924514999,59806.30954070769,-115.7411618323999953,69256.62093563466,-119.4525334441800051
67600.25318204586,-127.1552876175300067,60075.03422903792,-115.4316731950899845,58798.96435529879,-109.6690717084599947,58869.34132361385,-118.1615536556400053,60928.06317841553,-122.4087205937200048,82349.45189873325,-124.5110109931799793,74604.25765723841,-122.0178822312300036,78233.48738776198,-114.5743094444899835,60459.20551024032,-114.2227787620499835,69661.44956447994,-121.392734132819981
68536.96413902473,-121.8717179416399853,62086.62220905459,-122.1794831150399996,59420.85678958428,-113.766366206659995,61767.57123768352,-124.2954395299299786,61590.47775611178,-119.4016600336399843,84596.13957918438,-120.3575238710599813,75063.75369751392,-127.7283425569099786,78558.75473264252,-111.4390987577699828,61529.73540289763,-122.0781239285399801,70188.42227656606,-117.8179453069299991
69949.28951648256,-122.1339476411899903,62364.19327344823,-117.895853986819986,60233.31338051203,-107.9757253317099805,62069.01801717539,-121.627067930180004,62777.15307398625,-112.5937624668000007,86071.27635942118,-121.3246265091100038,75737.9560228457,-119.8749628854199892,79653.38783205654,-111.3045420219799832,63184.61302700253,-116.547854316769985,70718.27424868538,-116.6697998330299976
70675.06719492293,-120.4542319510100011,62899.39052265953,-117.4936529427699835,62031.9533089616,-107.6159256615199804,62803.72944123175,-122.8158293928999847,63945.52231541172,-123.3640923860199901,86566.25814416212,-125.9035155320700023,76260.150609888,-123.7548174178500057,82361.88277227143,-108.553315830689996,63450.48573938007,-109.98728587443,70938.43124649127,-120.0468580357999992
72030.0097357119,-113.9983307510999845,63124.30672397359,-113.8514229195899926,62306.17499020536,-107.2613755592399795,63497.3725934769,-120.5122637492299868,64955.72195447018,-117.6650880968499843,88259.82053763476,-121.1573778439899906,77062.57489348313,-115.7415812236699816,83376.42997791595,-111.5518082774999863,63673.0190963534,-115.7862009681699926,71554.97610948578,-119.2997665463599896
75728.02033378929,-116.6555375724900041,64716.51831034328,-122.8709124504700011,63714.21496720159,-111.938457767979997,64735.35829917732,-120.4375801032399801,66005.05193131926,-116.9899970615799982,90458.40209190642,-121.3709137514699985,80327.51079460176,-127.5486698460399845,83618.52569237383,-118.0425894508900053,64674.53431401621,-119.6232455254399833,73366.19698875678,-121.0257634207899852
75935.37109125795,-118.6634999056499845,64949.57046718279,-113.8258400800799841,65180.91995862492,-114.1368145963299976,67033.61383160061,-115.8898016582199938,68304.27371935687,-115.5672873728800025,95515.4544175414,-121.813352043869997,81158.19693550117,-115.6122591841699996,84799.16600544386,-109.2880951028699878,65144.19589633478,-110.8884607928199838,73629.27982868164,-111.4458326875700033
76287.22912169597,-119.8571839557399977,65178.11645889343,-127.4315253183899863,65706.43331328813,-108.2367369888799823,67870.11837041796,-117.2367486114899857,71024.82846246101,-121.6356831783599825,98330.49577995058,-120.6438538218699813,81803.15189902631,-128.6356420848999841,85774.77933619797,-105.9040674066799848,65411.9904922332,-117.60566145157,75400.48824750989,-118.5593457212399921
76922.65866302918,-119.0724792638999923,66214.69318538617,-114.687775965439982,66001.72960807822,-115.8740517306700036,68063.45437848852,-121.312638490099999,71489.37576866187,-119.4035054428599943,98846.66183977237,-123.9575974195199985,81995.74975639714,-116.6414929314299792,86574.16239257661,-106.627414312300004,66358.8616080933,-116.1080837007500005,76429.58318675725,-120.9568200740999935
77828.67803093951,-121.1918858036000012,66859.70108950664,-113.4379452287400051,66552.62477399697,-116.9269611612400008,69501.01794420624,-120.2434642280999806,71680.446902827,-115.1598681507300053,99535.58059722552,-127.5116681173099945,83778.96241272837,-116.076123524910002,88892.57300102832,-117.917676614409998,66899.88545235897,-113.6235014947899908,76782.6723494275,-119.8257804285200046
78161.58409189668,-125.0550191882200006,67067.67050986303,-114.2523498398900012,67025.72133196525,-112.2471059847299836,70922.15912550118,-115.8474709274100001,72597.0012042681,-117.7761283506499972,103275.35102693201,-119.1321817127099786,87796.31309654039,-120.2786760303999922,91301.31486499236,-108.3967032081099826,67920.77876817849,-117.0547617904900045,79374.75977717598,-123.6061200055600006
80779.04134805015,-114.4914021424000048,67291.87770470374,-114.074283324689986,67581.65152772908,-107.5515161599699917,71235.62659047429,-117.507861906350001,73093.78798768877,-122.275644290219986,105926.67490618481,-118.6458169275200016,88358.47544088835,-124.4948015943299987,92808.43151210926,-117.4089557723499975,68200.71767041152,-119.2767532408499841,82930.44634829783,-115.245380111520006
81391.46061056883,-121.7954000300899787,68938.45062640503,-115.8636464751799902,68426.61569798362,-109.418349614939984,71444.76813222892,-115.2318645811199926,73293.47885490482,-120.9951368610099957,108550.49206574914,-122.5022460323199875,88548.37015910035,-121.019076818979982,94276.85857993308,-108.5225661437499976,68833.06048120817,-110.127813609269992,85096.44163511787,-113.759310684680002
