"received simTime LoRaNetwork_moving.networkServer.app[0] ($0=""avg"", #0 - General-0-20230512-16:17:19-19966)",,"received simTime LoRaNetwork_moving.networkServer.app[0] ($0=""avg"", #0 - General-0-20230512-16:17:19-19966)",,"received simTime LoRaNetwork_moving.networkServer.app[0] ($0=""avg"", #0 - General-0-20230512-16:17:19-19966)",,"received simTime LoRaNetwork_moving.networkServer.app[0] ($0=""avg"", #0 - General-0-20230512-16:17:19-19966)",,"received simTime LoRaNetwork_moving.networkServer.app[0] ($0=""avg"", #0 - General-0-20230512-16:17:19-19966)",,"received simTime LoRaNetwork_moving.networkServer.app[0] ($0=""avg"", #0 - General-0-20230512-16:17:19-19966)",,"received simTime LoRaNetwork_moving.networkServer.app[0] ($0=""avg"", #0 - General-0-20230512-16:17:19-19966)",,"received simTime LoRaNetwork_moving.networkServer.app[0] ($0=""avg"", #0 - General-0-20230512-16:17:19-19966)",,"received simTime LoRaNetwork_moving.networkServer.app[0] ($0=""avg"", #0 - General-0-20230512-16:17:19-19966)",,"received simTime LoRaNetwork_moving.networkServer.app[0] ($0=""avg"", #0 - General-0-20230512-16:17:19-19966)",
516.24209243304,516.2420924330399415,499.25347023191,499.253470231909999,545.03714670087,545.037146700869924,545.66514815924,545.6651481592398325,443.32299805603,443.3229980560299725,460.85209741756,460.8520974175600017,361.34942015902,361.3494201590199267,555.14417878721,555.1441787872099655,459.13820632474,459.1382063247399382,500.62243207311,500.622432073109961
520.2616124297,520.261612429699879,503.2729902238,503.272990223799978,555.93294786567,555.932947865670028,557.70450169598,557.7045016959798415,447.34251806435,447.3425180643499727,481.68797725993,481.6879772599299925,365.38735582839,365.3873558283900127,564.07413787966,564.0741378796599265,463.15772943783,463.157729437829969,504.64195207257,504.641952072570005
524.5469958142,524.546995814200043,508.30817731199,508.3081773119899925,559.95247276919,559.9524727691898515,561.72402168427,561.7240216842699265,477.6446803473,477.64468034729998,491.74149608358,491.74149608357993,370.20087762612,370.200877626120017,595.48204184459,595.482041844589956,478.13940636782,478.139406367820014,511.61627450128,511.6162745012799165
529.13180140266,529.131801402659902,512.32770052013,512.3277005201298365,564.98614123927,564.986141239269952,565.85958295674,565.8595829567400395,492.4308538617,492.430853861699914,496.84528428582,496.8452842858199555,379.89962400327,379.8996240032699905,619.51249676482,619.512496764819841,487.25408264556,487.2540826455599455,516.32770199714,516.327701997139909
534.32000638243,534.320006382429936,516.54699311903,516.546993119030047,569.00566658562,569.0056665856200175,570.67153192982,570.6715319298200465,504.30817579764,504.3081757976399315,507.61627306374,507.6162730637399805,414.01377451719,414.0137745171899717,627.58452696139,627.584526961389881,493.37316107216,493.3731610721599715,520.54699460374,520.546994603739902
539.09793304685,539.0979330468499005,526.64807059176,526.6480705917599585,573.19438373574,573.194383735739846,577.19438467354,577.1943846735398415,508.32769902046,508.32769902045993,520.18971141235,520.189711412349878,430.69395184703,430.6939518470300062,650.30006977462,650.300069774619939,498.49542968451,498.495429684509985,528.54699936268,528.546999362680024
545.89044882819,545.8904488281898445,535.09793197951,535.097931979509893,594.413576478,594.4135764779998655,581.87766830821,581.877668308209875,519.41777161853,519.4177716185299675,535.4917175771,535.4917175770999605,442.12995494932,442.1299549493199925,654.31958977042,654.3195897704199505,525.13180055566,525.131800555659991,533.13180495178,533.131804951779939
553.03714953681,553.0371495368099185,551.17882631328,551.17882631327984,598.43310122493,598.43310122492994,589.6985053078,589.698505307799903,535.70394456266,535.703944562659897,545.13778730897,545.1377873089700165,446.14947495964,446.1494749596399727,660.93613815831,660.9361381583098565,550.81569368109,550.815693681089895,538.3200099312,538.3200099312000455
557.84005944579,557.840059445789846,555.19834630359,555.1983463035899125,603.73532447002,603.735324470020031,593.71802529601,593.718025296009953,569.1943823673,569.1943823673000205,550.70547706966,550.70547706965999,453.32054325858,453.320543258579958,695.60061930385,695.6006193038499505,560.98613749202,560.986137492019905,543.09793659429,543.0979365942898755
561.85958185753,561.859581857529973,559.93294957792,559.932949577919996,610.48603292312,610.486032923119863,598.41357730985,598.413577309849868,573.21390415057,573.213904150569986,566.67153152004,566.671531520039932,457.34006326895,457.34006326894996,707.23668791924,707.236687919240009,565.00566281672,565.005662816719903,549.03714831824,549.037148318240041
575.44924969115,575.449249691150042,575.14576264576,575.145762645759985,614.50555656607,614.505556566070025,602.43310203724,602.4331020372399025,579.14576459644,579.1457645964399015,596.39349780996,596.3934978099598515,463.06030924416,463.0603092441599515,722.7032585753,722.703258575299966,577.87766827715,577.877668277149949,554.70547852448,554.7054785244799845
585.90193152637,585.9019315263699335,594.83429184271,594.8342918427099415,623.37178109068,623.371781090679859,606.63150583137,606.631505831369848,587.79591514158,587.795915141580051,615.60297121014,615.6029712101399105,467.13820839511,467.1382083951099255,743.61173826281,743.611738262809919,608.8859414975,608.8859414974999685,559.14417943223,559.144179432229974
609.07952986097,609.0795298609698405,602.63150574929,602.631505749289998,641.45580100873,641.455801008729848,619.54240070021,619.542400700210008,618.85206043104,618.8520604310399435,619.62249120458,619.62249120458,471.15773152959,471.1577315295900215,749.91641217445,749.916412174449985,614.6171115936,614.617111593599928,563.93295113885,563.9329511388498285
614.27850950734,614.2785095073400025,606.65102716941,606.65102716940987,645.47532101454,645.475321014539985,648.58756293522,648.5875629352199185,637.25820091873,637.258200918729925,645.17022661869,645.1702266186898655,476.03078271076,476.0307827107599205,757.14790071099,757.147900710989913,621.93523957384,621.9352395738399065,568.68061309428,568.6806130942800315
618.29803307693,618.2980330769298665,612.8859449994,612.885944999399951,661.77882928871,661.7788292887098555,652.69678248563,652.696782485629908,648.4836009783,648.4836009783000435,650.18152559208,650.1815255920798765,481.64468047251,481.644680472510002,761.1674207033,761.167420703299964,625.95475956127,625.954759561269836,579.34286676367,579.342866763669915
622.8520616473,622.8520616472999315,618.27851171512,618.2785117151199735,669.32217835643,669.322178356429956,656.71630247495,656.716302474949996,655.81468067337,655.8146806733700465,661.45596760416,661.4559676041599205,485.6879777907,485.6879777906999585,771.62276870444,771.6227687044399735,630.94421752799,630.9442175279898465,583.36238675987,583.3623867598698755
630.99697176279,630.9969717627900515,642.70268089347,642.7026808934699585,699.25579401452,699.2557940145200035,664.93613846563,664.936138465629936,677.23663882404,677.236638824040026,666.16984880937,666.1698488093700215,490.81166670807,490.811666708069991,786.9471400719,786.9471400718998635,634.9969730379,634.9969730379000315,599.73532228125,599.7353222812498615
635.01649434606,635.0164943460599705,650.20773055548,650.207730555479881,708.17030725301,708.1703072530099215,670.169849075,670.169849075,681.25615882377,681.256158823769963,670.18937045294,670.189370452940008,495.14218177109,495.1421817710900075,791.75107880641,791.7510788064098475,639.01649559937,639.0164955993700435,606.48603071417,606.486030714170054
640.0692218292,640.06922182919993,679.15557410672,679.1555741067199935,712.18982725582,712.189827255819861,688.60431406616,688.604314066159985,686.00160315937,686.001603159370004,677.0167875552,677.0167875551999235,518.64172852006,518.64172852006004,795.77059879773,795.7705987977299155,644.06922305485,644.069223054849998,610.5055543451,610.5055543450998785
664.41234019067,664.412340190669963,718.04149615713,718.0414961571300385,735.95900722959,735.959007229590039,715.1647183876,715.16471838760003,704.06602181412,704.0660218141199465,684.81750987777,684.817509877769905,535.37781060449,535.3778106044899215,800.3970249594,800.397024959399911,651.1661698194,651.166169819400009,621.96858846805,621.9685884680500265
675.89215189635,675.8921518963500125,722.06101614446,722.0610161444599235,739.9785272311,739.9785272310998575,724.90042309286,724.9004230928599065,712.77488755232,712.7748875523200215,728.31623069664,728.3162306966398735,553.8400583933,553.8400583932998395,805.33102494482,805.331024944819998,655.18568980748,655.1856898074800005,626.94421685246,626.9442168524599285
679.91167190815,679.9116719081498535,730.73080068771,730.7308006877099125,744.32253744993,744.3225374499299925,729.39732849627,729.397328496269889,719.1866645366,719.1866645365998905,732.33575068895,732.3357506889499265,557.85958081269,557.859580812689953,810.16845253462,810.1684525346199705,676.98354303674,676.98354303674,633.404166139,633.404166138999925
689.7791479122,689.779147912199958,736.06466828469,736.0646682846900125,749.64606961292,749.6460696129199705,733.41685099729,733.416850997289881,726.93947709472,726.9394770947199015,736.897682574,736.89768257399987,563.14418002385,563.1441800238499105,829.61647901535,829.61647901535002,719.93659084448,719.936590844479949,643.50751358014,643.507513580139856
693.79866792444,693.798667924439994,749.16849690889,749.168496908889889,765.07465969365,765.0746596936498905,766.05383420805,766.0538342080499175,733.90171236877,733.9017123687699465,745.64606631064,745.646066310639978,589.26663707846,589.266637078460006,833.63599900569,833.63599900568988,723.95611083691,723.9561108369100535,647.52703357383,647.527033573829838
699.64417884717,699.644178847169994,753.18801689631,753.1880168963100435,771.39201388763,771.392013887629898,777.04259360656,777.042593606559873,743.08526209803,743.085262098029941,749.66558991641,749.6655899164099955,609.18029477649,609.1802947764899705,841.14719057011,841.147190570109839,734.2046074278,734.204607427800054,679.40729516459,679.407295164589866
736.50509214136,736.5050921413599065,763.87105122907,763.871051229069959,787.43066297565,787.430662975649963,781.06211361193,781.062113611930041,748.47895785737,748.4789578573700035,760.66298352309,760.662983523089904,636.06922083135,636.0692208313498635,845.16671056018,845.166710560180033,738.22412742183,738.224127421829959,683.42681515696,683.4268151569599435
742.51709745111,742.517097451109973,794.40879985103,794.4087998510299225,791.46490124448,791.464901244479959,785.16866611739,785.168666117389873,759.01466194994,759.014661949939861,764.68250351498,764.6825035149799955,647.45468292026,647.454682920259981,850.31858653561,850.318586535609936,743.70240187045,743.702401870449873,688.81751133771,688.8175113377099
750.58505381265,750.5850538126499,798.42831983937,798.428319839370031,795.48442124337,795.4844212433699765,793.74488046138,793.7448804613800325,763.0341819465,763.034181946499981,769.07465995587,769.0746599558699455,651.4742029281,651.474202928099883,855.40498689331,855.4049868933100215,747.72192497489,747.721924974890041,724.71335019836,724.713350198359873
757.27546793722,757.275467937219898,804.39702539209,804.397025392089969,806.942609685,806.942609684999976,832.81099841174,832.81099841174,781.16866571996,781.1686657199600135,774.11189984507,774.1118998450699535,666.78369943806,666.783699438060009,863.90508607784,863.9050860778399935,752.32253844393,752.322538443929941,736.30301486499,736.3030148649900155
775.81627051075,775.8162705107499705,888.07518795398,888.075187953980045,822.79069918259,822.7906991825898315,836.83051842217,836.8305184221699135,789.498400137,789.498400136999859,779.81627169718,779.8162716971798975,673.01678664083,673.0167866408298755,868.25674170781,868.2567417078098505,756.47895923195,756.478959231949826,740.32253485545,740.322534855449928
785.89204659037,785.892046590369998,892.09470795074,892.0947079507400265,828.03656068927,828.0365606892698875,844.83051909611,844.830519096110035,796.39702467986,796.397024679859894,784.00119865322,784.001198653219941,682.0016016125,682.001601612500051,877.85615511331,877.8561551133100215,766.09237855606,766.0923785560598825,746.51710024908,746.5171002490799285
