"Vector of RSSI per node LoRaNetwork_straight.networkServer.app[0] ($0=""avg"", #0 - General-0-20230518-18:36:21-53244)",,"Vector of RSSI per node LoRaNetwork_straight.networkServer.app[0] ($0=""avg"", #0 - General-0-20230518-18:36:21-53244)",,"Vector of RSSI per node LoRaNetwork_straight.networkServer.app[0] ($0=""avg"", #0 - General-0-20230518-18:36:21-53244)",,"Vector of RSSI per node LoRaNetwork_straight.networkServer.app[0] ($0=""avg"", #0 - General-0-20230518-18:36:21-53244)",,"Vector of RSSI per node LoRaNetwork_straight.networkServer.app[0] ($0=""avg"", #0 - General-0-20230518-18:36:21-53244)",,"Vector of RSSI per node LoRaNetwork_straight.networkServer.app[0] ($0=""avg"", #0 - General-0-20230518-18:36:21-53244)",,"Vector of RSSI per node LoRaNetwork_straight.networkServer.app[0] ($0=""avg"", #0 - General-0-20230518-18:36:21-53244)",,"Vector of RSSI per node LoRaNetwork_straight.networkServer.app[0] ($0=""avg"", #0 - General-0-20230518-18:36:21-53244)",,"Vector of RSSI per node LoRaNetwork_straight.networkServer.app[0] ($0=""avg"", #0 - General-0-20230518-18:36:21-53244)",,"Vector of RSSI per node LoRaNetwork_straight.networkServer.app[0] ($0=""avg"", #0 - General-0-20230518-18:36:21-53244)",
592.06587922946,-65.5400289803159805,574.12570064083,-71.0674542464489886,485.39378547494,-72.5274041788339898,453.44912638616,-56.15844056651799555,430.95359566111,-71.2504552188640045,535.50603094873,-61.5677545565429934,461.18501077919,-68.81209467663799705,518.3943484863,-81.89033830758700075,549.94825816418,-72.81253786657399,438.15500562379,-79.24744254057799225
615.92873608752,-66.93732743101000415,586.1650542404,-69.3890914392899841,526.0241916628,-68.0396375267199856,499.48336897045,-57.70287426962799755,434.97311564885,-71.64479167837700385,541.51353860035,-59.982432927107993,465.20784868837,-67.6017022751580041,522.41386847897,-71.93063886109800335,554.29484192342,-62.8692969125410028,445.31308858663,-73.99348652425697965
623.39647582258,-81.8222556247490045,623.76283738667,-67.5250180114509814,530.04371164958,-72.71135902268699135,503.50288898093,-63.9787225518250009,452.78051257883,-71.6347629071779861,557.36623977103,-68.0748194284730059,472.23666622623,-66.8287881065780025,531.50603088471,-68.5844859500149934,559.69446316075,-68.0122157977390029,477.03560506256,-64.5603475475849959
645.21205952409,-73.4731986873599961,627.78235739694,-67.08952456399398985,541.9482565247,-70.7832578406989794,512.32126544359,-63.6129188581080028,457.18501022579,-72.8691115325579798,561.38575977005,-59.50994091575299165,510.45502327686,-62.86409540812299185,544.82354380915,-75.75754996120298265,568.74784860498,-71.7099617820389878,484.00608017833,-77.02319427821399215
649.23157952969,-79.3175652081649785,631.90654987732,-69.48425617839200155,547.90902753496,-84.52873875402099175,527.05898229416,-55.6345298582830023,461.20453215742,-68.3704225723240026,567.46767469885,-65.8359317690199928,519.4385386985,-65.13250869657898055,563.46767459568,-77.51029061910000435,573.80323976019,-73.45337511492999715,488.02560017284,-73.220134498071985
653.47120389861,-72.21093511931198325,651.68598807661,-71.66257847140198555,551.92854752175,-74.38651833697798535,537.51353772932,-65.9503638746529928,466.25649231392,-72.302854704820987,598.14173690214,-71.6986415274539863,546.16652462245,-76.51232994142100065,579.54856894432,-77.26870410890398905,578.71508806035,-73.67325188191199435,494.77634511237,-77.1583191363869783
657.81490189489,-67.824282064759984,667.93227261163,-66.516817569384983,561.17782099472,-70.68188645534598855,541.53518988744,-59.8448341682749995,471.84898524256,-79.09757822933298105,602.16125899821,-62.92661098876399685,560.78689184743,-62.7281655967819914,583.56808893901,-66.6215086061889961,602.49822479139,-64.49133063739998285,526.11078765969,-63.54825699186699215
667.615678548,-75.9598991763769785,685.3740053204,-68.9288611198579984,565.19734098152,-79.55465491157400465,545.94825754478,-72.5929319825559954,476.23666759324,-72.1772547942649963,608.96552271731,-78.3763665569420025,569.28801326142,-57.7887432960120006,590.25060467911,-67.65688235043398875,613.23402547208,-65.90818734933100105,534.69281653834,-71.102343038715986
679.27961516446,-69.7216486549330055,691.94506869423,-63.17790169393700215,570.95554576723,-71.89151936857999175,550.29484130291,-63.73804809560400005,480.75387132851,-71.3272122455169889,622.68986553619,-56.76754477065999515,582.54174439429,-70.8717794053089844,596.05468343475,-70.04353740080699685,624.71773082024,-69.6254262688530044,548.94467810524,-68.23636176152399435
683.29913731909,-73.69023680509698655,695.96458870544,-68.2006383534079814,577.80324329142,-77.0011854050409848,558.50345179025,-67.85094247060200685,486.75682035213,-62.0769912757979936,627.24477564543,-60.2075128351639959,586.56126438331,-59.07423412681299605,613.34987038606,-71.9031676614889929,632.97107332959,-85.30248847792699925,552.96419810171,-72.0397886376530036
697.54647428985,-73.261259721133001,700.8382810332,-70.59413837646999905,582.71509155971,-72.43125372340898565,570.86810345816,-66.37447005518100665,490.77634673581,-78.16249010594700015,653.3125808003,-62.28029276699999155,593.73015560724,-71.02965071769298755,629.02878778773,-68.41327568175199735,643.41633424704,-66.3364887633910028,558.29484398009,-81.6546635808209939
721.50612487697,-67.86440306399799725,710.32980833137,-65.762696905957,587.56809120501,-71.250019967246004,574.8876234703,-63.72336080213599965,502.01303877232,-75.95117210046799955,663.3237697243,-67.0037546662219936,597.74967559651,-64.51387254896698635,633.04831079943,-70.9212698753539993,653.81490051391,-70.78148236470798315,563.89286791922,-66.08723031977598315
725.52564488451,-72.0960148828969804,714.34932834277,-67.115689105133981,594.2506069317,-67.68382237992898325,580.06735396836,-65.0205421383739971,515.08268584349,-75.09455032740299855,686.85406243387,-60.2221091613629934,602.14173804692,-67.557432366110987,640.97107591409,-79.65921708010799285,657.83442310082,-85.3572013081760016,582.35511565027,-65.7158580574029825
736.72380885483,-73.81214204611200075,735.79062132736,-68.18248269222800655,598.38312971385,-83.7639907336789801,584.08687612871,-66.74075036377800505,535.17018758541,-73.43515440527198705,697.3255835366,-73.1715416130069795,606.16126013028,-68.0423306369349914,680.6037331836,-74.7207180311149838,664.43912297783,-87.92807718153397875,597.07533080613,-67.59023181410600475
743.72044030342,-67.69242580467198405,762.70547733136,-70.1415496674050016,606.01149163554,-70.50291208193598855,602.65042545016,-59.465472240558,551.51231181691,-81.28010790783699215,701.34510354462,-65.0505425987149975,611.18948508756,-69.98822305574199705,684.62325318273,-81.81593000250498415,688.03240373612,-75.0399469012899939,602.01148936418,-71.94459793477699335
751.24189946198,-72.8738317742349861,776.83478288389,-80.2257795704300063,610.16126240863,-71.99844883455000375,607.18948144504,-59.6633293614220006,556.11139398685,-66.50462006704898925,706.95076035835,-64.55755095394499655,618.31646801414,-65.0871942464749791,701.09030206802,-69.95968535778300155,695.81565382919,-69.52540948028499175,616.50445225283,-65.61388359222698315
