"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #1 - General-1-20230421-12:38:45-71481)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #1 - General-1-20230421-12:38:45-71481)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #1 - General-1-20230421-12:38:45-71481)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #1 - General-1-20230421-12:38:45-71481)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #1 - General-1-20230421-12:38:45-71481)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #1 - General-1-20230421-12:38:45-71481)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #1 - General-1-20230421-12:38:45-71481)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #1 - General-1-20230421-12:38:45-71481)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #1 - General-1-20230421-12:38:45-71481)",,"Vector of RSSI per node LoRaNetworkTest.networkServer.app[0] ($0=""avg"", #1 - General-1-20230421-12:38:45-71481)",
19284.17900825756,-122.514389854200004,17776.74642892157,-121.527091432920002,29881.76642194103,-116.7485582851300018,17570.31875835243,-110.1881063803099888,20493.47806761224,-125.3539088495799941,23760.67403264818,-126.9373993951400047,19588.48448263578,-122.0664892985499816,21166.83193286723,-126.0926328112599887,26975.51248465112,-123.9491626232999972,21955.61068700995,-129.0147336868199653
19794.59636424377,-120.0927281470600001,17991.87091073239,-111.3864654539700036,29976.07172364269,-120.584533311140006,18086.75793030876,-115.821116154579982,20780.830497208,-116.8321848114800043,25619.51793564229,-113.7872394416500011,19755.58255940048,-118.0690229422999943,21336.5823005362,-124.8628929645399803,28089.22513125722,-112.3631372756599941,22187.9485552453,-125.740836981460006
21197.73185767431,-124.437643709769986,18365.45502885158,-116.1311714711600013,30244.49501323634,-118.2010463021699986,18253.9695759855,-115.5907157694900031,21117.30581967819,-117.7407509337699875,29195.80544644382,-118.2960930444500031,20843.72037968684,-115.1772198755199947,21443.52270363195,-112.7539554529400046,28111.92253822218,-111.8727187249699848,22820.63856477963,-125.4381883251499796
21484.20144398427,-124.91612492375998,18746.90623402048,-112.2635436674599982,33236.81140771787,-120.8447543621699931,20431.13254275977,-118.0904528009399992,21161.42899187145,-121.4390675085599862,30758.92156024143,-120.1004074909999981,21367.39623288853,-113.552317922889983,21926.86337651335,-118.2102302408299858,28512.36015261363,-102.4198608051899834,24084.91779233848,-122.5812667251200021
22101.19160422803,-127.2005110626699883,19252.3428586097,-115.0713423157799863,35150.08305757301,-117.1894414647499895,20451.60846795877,-110.3410689324499851,22047.16996913671,-122.1010640121799891,31452.09355264953,-126.2141262763900038,21536.44062540748,-116.3128056434999843,22168.65794390538,-117.71165497666999,29002.73167815699,-108.8722440333899892,24357.40392609267,-122.4960364409899962
22687.60883069724,-123.1239414288699828,21559.42722530031,-120.487917179350006,35414.59746377706,-122.7632682048700015,20909.29218156354,-115.3150642890300043,22337.33816941984,-124.1743581174000038,32967.40204306933,-117.0268639878399878,22721.61436427555,-118.8630952369399831,23259.75101255365,-118.435335557520005,29603.70920992092,-112.0233779777900051,24445.0286025691,-126.1226856907200038
23445.06990273164,-127.2391450439999966,22732.67389444105,-114.7842842579999848,35777.17957894924,-106.3190735979299856,21467.58568914861,-113.2456440075099801,23221.5543440442,-122.3369535186899947,33217.00293755996,-124.5305730862299918,23939.11390275644,-115.051314908099982,23313.97898479337,-116.6731191549199872,29953.03267874655,-114.630209264489991,27482.88656611562,-121.0178950907599921
23790.69245558267,-126.2045819195099903,24027.93114890487,-111.5175954744599945,37201.67201299665,-116.3560852351099863,22307.23885167872,-111.5007440243699926,23904.05213637266,-123.0981376656999937,34257.88582475066,-118.4096909388800038,24652.20663233966,-113.7659021216599906,23632.2208886873,-126.1264081750900055,32805.30973090808,-120.2654946349099982,29871.77810618306,-122.6828234059099992
24647.42226919989,-128.4147302872700035,27324.32951789112,-112.6409972990999786,37666.27984733551,-122.3964486247199938,23393.15957427302,-109.2360045184499876,26583.59459437415,-123.8953631944499985,34421.31081738579,-117.0084737769799966,25138.19189278076,-115.0662533854199973,24317.13136586115,-122.3686993442699981,35361.05198034019,-115.5005090603999913,30032.80821374025,-123.3401242854199887
27015.45368159838,-124.9213272447499885,27337.96642558568,-114.4069936730300011,38391.88753252314,-115.526798448329998,24311.4029948256,-110.1462445535699995,26767.86709931867,-119.897407992389986,34502.28208955588,-117.6637261943400001,25371.0298315615,-117.7541623401699832,24598.10381016814,-121.5148186228099966,36765.30110142057,-116.0677920849999788,32416.32641712636,-125.7974639144299825
28138.98564776688,-125.7961754095099986,27456.69978845953,-121.4746774489800028,39374.78704090121,-117.2681838971099917,27704.97192110427,-111.2267579658099801,27981.41028464606,-119.7654339316000001,35750.84014567316,-121.2482365543799853,26389.76261092802,-115.2843338811100006,26102.37399829858,-120.7367479707699825,37024.60182482602,-110.40491909120999,35055.89758089712,-122.3976225041799916
29664.91443786231,-127.052710426779981,28419.5106035466,-113.6940801254799845,41728.20798663833,-117.8733929235099816,28143.19684203488,-107.8990698623899785,29653.33853038181,-123.0276354483399922,37210.46090369446,-122.1760074935799872,28414.16485472879,-114.6301937788099957,26362.20779720589,-116.9502574323499852,39254.65659238112,-114.7137562990199907,35182.51893652771,-125.9446352685199878
32074.84766139851,-122.9826182786,28806.49571101569,-119.7358964103899831,42951.92221211344,-120.8578228163999876,34245.53242600212,-113.374964810129995,30672.5560744177,-121.3264718002899937,38075.46756428672,-122.443209447179981,28676.25267388529,-111.0191724402999962,26954.03987433177,-124.6038861036599878,40092.99210100079,-113.8860506243800043,36756.6639482568,-122.8230863986599951
32508.20397773689,-119.3285826108299826,33908.81492889941,-111.8471243400800001,45903.10199207188,-119.5356791755399962,37750.04350637721,-111.0958907090499959,30711.69971658618,-118.1450342473399923,39251.75128744194,-119.26232908915,30533.74241050164,-114.2209473345500039,28432.13002355228,-120.9681937639900008,42996.5685744862,-120.9704486283999922,41955.08508800139,-122.6136289403700057
35218.46352758958,-118.6249719711999825,34021.78169033577,-114.7665944484199937,47071.02958465511,-111.9638659415900001,39770.57959406906,-112.2421609096699906,31053.91307504216,-117.974006716969995,39949.23377679435,-119.1792650905200043,30767.27183025572,-118.1204492412200006,28846.14874677576,-119.5855744076999935,44421.84264831625,-121.3251258454799876,43998.51446682858,-120.1067323195100012
35426.21487627919,-119.5287545768499907,35312.80181741807,-115.62495255524999,47712.9553031636,-114.6021958140200066,39976.02825206716,-112.4254193081199841,32480.08383311114,-126.2248960128899848,41642.74818785765,-119.4693154173500028,31201.47023411885,-116.2126130276299985,31312.84672061296,-122.1940884135499911,44542.83624314474,-107.7288506836599989,44377.57800034477,-126.6435093572299872
35935.82688722994,-120.520065444929997,37491.35364143333,-116.5219514178799892,48125.79232385424,-118.8338137971099962,41373.50971854313,-109.7473905572200005,33211.9378868281,-116.249427907500006,42119.981629834,-121.3878861710399798,31978.90520711365,-110.8021971727499985,31819.76680062433,-120.1407307969799941,45318.80855228271,-110.612785039729999,45163.72029228142,-123.2876599096499882
37291.533005685,-119.1645667904099918,37854.12594926451,-109.9783429790300029,48786.33402506414,-121.2471657243399927,41630.3541756422,-112.0084343386299958,33519.97191921782,-122.3938793204999907,43829.94164397842,-120.6335528457099991,32241.98431534934,-107.4653890807200011,32072.01919612996,-120.6463769893499882,46259.02561252041,-119.5895013457799786,45883.60111628597,-121.9015546077999937
37333.05085641998,-122.8295401716299858,38109.83602055667,-111.7571650952399975,48883.79085268476,-119.1196345028899937,43072.60511104369,-108.1866135283899833,35846.282653613,-122.3786123495199828,43917.46357916478,-120.5368275838199843,33464.01528551782,-119.4796452983999865,32255.72091587836,-121.0617077548099867,47811.0269070355,-115.0381604228300031,46101.04252453114,-125.349866491
38740.91211268183,-127.8588391020300031,41943.66234052592,-114.6222287634400058,49565.26094869084,-118.7130301065599833,43092.75380133845,-113.8414592850400023,37498.48133365419,-115.9811975842899863,45538.91719671646,-123.5148288626400012,34273.4311003379,-111.3506255194500051,33608.23401058997,-119.2258050294599907,48503.19553184156,-114.0072536073799933,47627.22279847018,-121.2586430755600015
39107.11263050933,-127.9523268733699975,42170.27806534108,-115.9142693237899945,50541.33913391838,-113.6139162924099816,43673.53071070481,-119.2040677713000031,37753.88071767472,-122.3605338336699896,46053.87244231659,-121.4344824225299813,35638.91072630992,-111.7020720594499888,35615.35111758467,-121.109590594579998,51624.06413253787,-112.0258622787399923,47825.26405444587,-125.2752107625999821
43365.57264043169,-122.4522484290099833,43777.15793390572,-115.0760095981599985,51871.96286547429,-113.7126034395499797,44591.73105522001,-115.8433344495499847,43307.39881825992,-121.261309945479979,46609.81449689892,-120.2264717381899852,36660.16404742901,-119.0494086177299943,35793.9059950157,-120.5796138346100005,70118.42090310609,-119.4619911199999928,48431.91227092322,-121.2294869741099882
44421.96194112545,-126.5978664753899917,45003.64486521036,-121.7005669659099845,51983.14626138007,-114.70799057712,47400.63563235094,-114.9090433761400045,44040.81590636478,-125.7979533684199961,47491.98753581041,-123.9177230162700023,38181.95768112982,-115.4337715575800013,38148.66063615746,-120.1798036758299868,79277.6335785687,-122.1239141007999928,50443.71938124932,-123.4418826476799888
44559.46384579612,-118.7906519750000025,45704.46742348376,-119.7567834643499788,52282.8616121929,-116.8481174398399953,47668.62081840517,-116.0701095855699801,46704.83485111535,-122.8865255839199898,47610.78873191103,-124.8031822070799986,38203.64822092252,-121.1054814387499897,38906.86626722052,-118.339269181819986,85518.27413421892,-123.314098588069981,51113.20645640432,-119.0340802835499968
44761.51587975798,-123.0499196444899888,46484.27611928977,-119.3152596646499996,53078.47886222671,-122.1935947454099956,50381.51130845318,-111.5470676389499823,47056.53931328613,-124.144553104009986,47731.81447601709,-112.5260537078399917,38886.56653169997,-117.3339652978799843,39516.82254903684,-121.4818777156199868,88024.74621748274,-122.5982692626799912,52286.67172154529,-125.2505911711799907
51181.19544077673,-118.0764979161199898,48894.35914176651,-116.9251018651999907,53210.05573110536,-115.1712961796499992,50812.83717766306,-111.8766710507499904,47573.54502084211,-118.8551925122199858,49529.93609509615,-120.8378122821999903,39575.2153027429,-120.8896688710499911,42711.75949739513,-121.9498421431299841,88568.56365408479,-123.9744935734200051,54659.73210677428,-124.638461921889984
52721.51434438589,-116.0934435366299903,52411.35630133742,-119.2910077565499868,53776.10164917786,-112.506372528230002,51135.33652888085,-112.1813810585900054,49426.20225429252,-123.6984377934699917,50238.81197288455,-119.0355004433799872,40886.11800746345,-121.82799062075,46277.65805591871,-124.5131979041100005,91736.17074117472,-122.2870057579600025,55221.39214866888,-123.595145539319986
53451.00906413404,-124.160481719699987,53832.24458148872,-114.9870938604099986,54639.68847694446,-122.6776489453000063,51825.6488299844,-119.3160768148800055,49612.8817262146,-118.8020137871399977,53264.01029489357,-119.9436204938199917,41725.1297367118,-116.6361182912399948,46976.14481169057,-118.9725898129699996,99119.53381320308,-120.171971794759997,55997.29065130353,-114.5946471768699831
55048.88707945882,-125.9535749721199801,54997.40655974418,-115.6785023756700066,55606.33101637683,-114.9366756595100011,53509.29801071248,-116.8801860679799912,52269.62453391192,-117.8496291788700031,53723.35663906703,-124.4745717817899895,44144.49098479283,-115.7080117454499937,49415.65471408283,-119.3566464047700032,104687.51050955292,-122.9507774096699957,56772.17740275255,-125.6562226150199986
55776.42005364374,-123.0356253407800006,56209.37606593846,-120.2163933652900023,56797.90408800761,-115.3033042165999968,54169.33942188928,-114.0908057475599828,55225.62523544985,-121.7020679073199852,54602.6347963818,-115.4876189794200053,44661.3729014913,-117.7594902806499982,51165.96309967224,-115.8178591753799931,104761.59194635359,-123.3028849394799801,57803.73433006894,-126.7707211278599852
56149.26618409737,-123.031591179439999,56699.94860772696,-115.4585611073199795,58588.05149933885,-116.5778615990699901,54729.49651426609,-113.1708217381499816,55298.17169873934,-121.7378962965699992,55786.70919677942,-123.3262713736099837,45505.52328283423,-115.9418650647099862,52030.36339955326,-115.4007846281799911,105487.7834053565,-123.9504104532499862,62044.63684618288,-125.5716680199199966
56684.34395728761,-122.6086428121199953,57373.06889465002,-119.9697440153399833,58663.05825002473,-112.6767488817600048,54760.590619241,-123.6075246317599858,56266.70650973169,-116.3951402910300026,55959.67459135085,-118.9975046889900051,45767.40978042876,-118.1325980761299941,53762.56776883722,-118.4591586366800011,109013.76437397032,-123.260202017240004,62095.5168460675,-116.7099423771900031
56784.60039355387,-123.4247466640800036,57525.08020312745,-118.1960187792099926,58780.53760308948,-116.8364440195799993,56564.15272497643,-110.1345191863100009,56711.33118987751,-125.667010436169988,56608.68819035877,-121.6296066124799888,46064.82303882081,-121.8898617879199828,53915.86656169506,-118.9361232733500056,115247.65030382459,-121.0474362558399828,62754.62063025193,-123.7243761482500015
58161.39989283725,-123.906515152989982,59056.03787607945,-108.9785072630699853,59250.46079734293,-119.0693504208900031,57690.171424373,-116.2523172978000043,57204.35165640997,-118.4431790781899843,57751.01933273535,-116.7275394316099828,46748.53184258593,-116.8475274843799805,54492.68438250442,-124.4111858226000032,117109.71628338759,-121.5933535420799951,64521.97701188927,-122.4709992521499937
58610.16866008056,-117.0843557286299865,59838.79151304639,-121.8098821537599856,59898.12162065338,-115.5301436383099935,58443.73550064394,-111.749504983779985,57304.64872279784,-122.0311447277899785,57976.6641270546,-122.2403482753300063,48746.00382757691,-117.082587630649982,54610.20577670734,-126.3097925877100063,124852.31650816209,-123.0642822143900043,65854.15585334014,-114.5791306323600048
59352.70739447037,-124.6243079736599947,60935.78784872416,-119.0282663568099788,60556.38230785354,-115.325503887590002,59771.50273513219,-114.8969660591799875,58130.03888623349,-123.4430236301799932,59195.72935067903,-124.0143881854899912,48897.8536540439,-118.6938596284699935,55808.0635022653,-121.3818262552800031,127373.23208451856,-118.031421860069997,66208.41254822351,-119.8634937487900057
59989.84727301671,-125.4432054230499882,62752.28430102565,-119.4278489459699977,61333.67113383678,-122.002305781629985,60242.3086297218,-118.448703419639997,60204.90957660831,-122.916958472049998,61075.05799757796,-116.9216787857699838,48963.2667681722,-116.9925359869899917,57056.68100487909,-120.0607643139099987,133067.96964737438,-123.3076080659899953,67991.750505326,-117.3231907704199836
61746.4375331794,-118.8262480126300028,62877.25334652973,-119.9296465851300008,61997.21796423223,-116.7571757395199933,63051.10405170854,-114.5093934291499801,63655.80297290393,-123.4626183616300063,61970.61364862262,-120.3076691132399953,49003.48289008397,-111.564020749039997,58381.25429659424,-122.7641377779199837,142721.91553429546,-122.924653041780004,69330.29720582047,-122.5177919178800035
66013.67274584408,-125.2212836869599921,65079.08155981794,-115.1570115471099878,62538.20546196522,-123.8564633106699938,63369.19227028164,-106.53028154607,64099.69208800442,-124.6176810536200032,62261.62797906051,-119.8689402773599962,49455.36048607708,-114.1450019154899845,59079.57066725953,-120.186044591539996,144946.706183417,-123.8402041477399957,70988.19425803873,-120.3761382128099903
66640.79242273259,-126.6358449202899972,65160.99237539809,-117.9735334749900057,63062.526981511,-114.9534587932499785,66422.76107193509,-120.8627887500300058,64237.03155521557,-118.6786930940999976,62721.44773109095,-115.6015729368999981,52975.84447023462,-119.6454228233699832,59326.90732765856,-119.7561819796399897,150389.29101816061,-123.5821864674399813,73146.8950623362,-116.933808912079996
66676.56156645545,-124.0532610458599828,66575.7833156451,-120.9019975545099892,64187.33625383836,-110.1949179349900016,67012.7011902035,-121.3485467844099896,64400.94995933848,-120.4670816830899862,66555.64952546312,-124.2618176732700018,53943.69108207311,-113.6299141576699863,61532.65855110384,-117.8158549258500041,151569.18555803861,-122.7916305597499895,74033.89235744573,-124.114324669159998
66825.54087160038,-124.1267023073199875,70002.79256835653,-113.3242171769599901,64284.42024949209,-115.4063873951400007,68237.56438274524,-118.549771465119988,64812.65360485258,-126.0061049426399785,66678.82937821411,-122.6971025116099833,54938.2403016757,-112.1613897956799798,64031.22961079443,-117.7460179192399887,152809.06244518633,-119.4666733710099887,77267.50906990872,-118.6141278701599897
67128.38609916776,-120.1748640206400006,70345.56469526629,-119.9938033258399907,64701.33288330577,-112.3371912095199997,69502.95929340906,-112.2956061958699929,65432.26024892029,-122.6275054078899977,66991.61904034899,-120.9797128912399837,55435.27622082793,-120.903133274059996,64232.84091188212,-118.4992016867900015,153903.90325023855,-120.1133201831000003,77596.68540844706,-117.864367875599981
67196.81069764532,-126.4535658524199841,70604.47502746269,-121.1900498956899805,66145.94291980934,-115.9917646754200001,70573.48879080146,-113.911326602399981,65624.4707096045,-120.7972732870299803,67331.82692017697,-118.0493788712499845,56811.32303207771,-118.4933266553499887,66512.83818199859,-119.0601133715999816,153994.0810840252,-120.5265568765900067,78592.86218344224,-123.853994894039999
69229.95673039611,-123.6139635862299991,71545.7212109708,-119.7678008065399805,67435.49522211815,-115.5660946742299865,73092.63868185137,-115.493321954779986,66497.3853331346,-125.487640066799997,68574.22539830494,-119.0014379091699931,57403.03676580898,-114.6197127132499812,68441.19075611041,-119.705349772749997,155420.22868174567,-123.4541859259200005,78972.68155042088,-118.3926442321200052
69383.29511265738,-118.5507629454799876,78207.21888612613,-113.7704502484899929,67462.39497634888,-116.8330640781099981,74210.14400000783,-111.2568193291699853,67291.88374289236,-117.5806638171299876,69175.16770174437,-118.6494069003300063,57545.71719303218,-118.2664678721899913,68514.49203946829,-119.3605860688499826,161011.62163622554,-123.4822969950699867,79377.78162785232,-122.8103515485999816
70220.54011063595,-125.0748497346899903,80378.5571447831,-121.884788686839982,68898.39984009066,-112.6570006044800035,75361.18963261177,-112.5155664034199954,70044.39069709527,-125.9646106981300018,69229.63978164719,-120.1712991733499786,57656.49000720118,-105.9006171465699988,70743.23001727819,-126.676223908140002,162825.72574585234,-119.0493386982400063,80664.70985503116,-120.631508506179983
71400.78386568987,-116.2780074119399951,81432.46116897226,-109.9585155704999973,71019.25883403409,-118.7238336309399921,76178.19082746913,-110.702914111479998,73017.61657245254,-121.1792618351799997,72146.78452356246,-114.5391809439799995,58669.5410262735,-118.1482275596000018,71102.66843879332,-119.2093406909399953,163341.32264387526,-119.1559167017399825,80702.07723405909,-123.1388541070699882
