,node_num,rssi_value,simtime,time_step,kalman
0,node8,-67.127399933742,0.5540012199240001,0.0,-67.127399933742
1,node8,-67.127399933742,0.674001219924,0.11999999999999988,-67.127399933742
2,node6,-80.470467227059,0.790153564451,0.0,-80.470467227059
3,node0,-66.51902221697,0.798826916793,0.0,-66.51902221697
4,node1,-70.76885707090798,0.901512820662,0.0,-70.76885707090798
5,node6,-80.470467227059,0.910153564451,0.12,-80.470467227059
6,node0,-66.51902221697,0.918826916793,0.12,-66.51902221697
7,node4,-61.047064013531,0.926175465794,0.0,-61.047064013531
8,node9,-69.772322084173,0.979958790168,0.0,-69.772322084173
9,node1,-70.76885707090798,1.021512820662,0.1200000000000001,-70.76885707090798
10,node4,-61.047064013531,1.046175465794,0.11999999999999988,-61.047064013531
11,node9,-69.772322084173,1.099958790168,0.11999999999999988,-69.772322084173
12,node2,-61.85536711954298,1.258883137618,0.0,-61.85536711954298
13,node2,-61.85536711954298,1.378883137618,0.11999999999999988,-61.85536711954298
14,node4,-57.55738921421499,1.581741185378,0.535565719584,-60.14062562698883
15,node6,-69.01467288848798,1.66282767957,0.7526741151190001,-77.2947432144093
16,node8,-71.997579512235,1.712160269129,1.0381590492050001,-68.61805482048754
17,node3,-61.91340024580499,1.862556560061,0.0,-61.91340024580499
18,node7,-71.788412464207,1.881916512355,0.0,-71.788412464207
19,node2,-84.03224607480497,1.953415543032,0.574532405414,-67.67815313485735
20,node5,-60.416164543378,1.95449771592,0.0,-60.416164543378
21,node3,-61.91340024580499,1.982556560061,0.1200000000000001,-61.91340024580499
22,node4,-62.407837482277,1.984508607296,0.4027674219180002,-60.75746344834789
23,node7,-71.788412464207,2.001916512355,0.11999999999999988,-71.788412464207
24,node9,-61.35210131798199,2.06133973123,0.961380941062,-67.26528056036229
25,node6,-72.68013967573,2.064779680517,0.4019520009469997,-75.67898072498089
26,node5,-60.416164543378,2.07449771592,0.1200000000000001,-60.416164543378
27,node8,-74.53554845952598,2.114112268689,0.40195199955999983,-70.65762645893994
28,node4,-57.18204802618399,2.401916581679,0.4174079743829999,-59.622872278993206
29,node9,-63.790043627356,2.463291732058,0.401952000828,-65.97475911676689
30,node1,-74.372940602125,2.538048795979,1.5165359753169998,-72.08425821409688
31,node0,-77.58608679875901,2.706314575458,1.787487658665,-70.9635859797429
32,node8,-80.39870616435097,2.825280792415,0.7111685237260001,-74.62406220029722
33,node7,-74.79891537531398,2.838014045366,0.8360975330110003,-72.64646016026447
34,node6,-70.92957633973,2.856732171384,0.7919524908670001,-73.4316726783276
35,node4,-55.729831731454,2.863291796172,0.4613752144930001,-58.24403668839632
36,node1,-66.88159010654698,3.1821535048080003,0.6441047088290004,-70.21202087391974
37,node7,-83.73033370243499,3.2399660458420003,0.4019520004760002,-76.16919701817496
38,node5,-68.00006595175299,3.291006373191,1.216508657271,-62.894653029808936
39,node4,-60.25999844156999,3.582153571976,0.7188617758039997,-58.736227063018795
40,node9,-63.21804637825,3.624282882171,1.160991150113,-64.22552109464714
41,node2,-60.358275809878,3.673747196694,1.720331653662,-65.40589452023467
42,node5,-67.808065047036,3.692958374468,0.4019520012769999,-64.743173930037
43,node1,-69.244348255157,3.727010633352,0.5448571285439998,-69.79081070281686
44,node7,-88.03740557983697,3.743879031489,0.5039129856469997,-80.51093491413071
45,node4,-58.483150801758,4.024282943461,0.44212937148500053,-58.547587386299924
46,node2,-62.821947312902,4.07569919573,0.40195199903600054,-64.37523252154242
47,node5,-62.92317963493599,4.127010739095001,0.4340523646270005,-64.4187227563127
48,node1,-71.849891860382,4.128962940877,0.4019523075249998,-70.46958032028252
49,node9,-65.94005546218199,4.391362538288,0.7670796561170001,-64.46715839508693
50,node4,-56.001077202091,4.475699251772999,0.4514163083119991,-57.55344782266159
51,node2,-63.13160358751,4.527010881796,0.45131168606600003,-63.845132557577635
52,node6,-69.16341916093299,4.696464960538,1.839732789154,-70.00377156932542
53,node1,-76.79993421427798,4.791362685403,0.6623997445259997,-72.7462555633624
54,node0,-64.34678385730899,4.813762175363999,2.1074475999059996,-68.31033316583478
55,node5,-66.430045785723,4.8728898795680005,0.7458791404729999,-65.58948073050763
56,node6,-66.777888707226,5.098416961393999,0.40195200085599936,-68.28808407493844
57,node2,-66.17700430099399,5.237623089846,0.7106122080499997,-64.58113139557693
58,node6,-79.69268895057499,5.637623312758,0.5392063513640011,-72.03975237899644
59,node3,-61.40035041300399,5.7444838552210005,3.7619272951600005,-61.581947141999784
60,node1,-88.37907703331497,5.785762855154,0.9944001697510005,-79.09163513532556
61,node6,-72.35561472598998,6.144484041266,0.5068607285079993,-71.82851730509577
62,node1,-70.342739249538,6.187714855361,0.4019520002070003,-76.33423928612122
63,node4,-60.902956198113,6.199039995742,1.7233407439690005,-58.619882529216376
64,node8,-71.233547272842,6.297816266962,3.472535474547,-74.30482109528944
65,node9,-65.52000271998898,6.385401743497,1.994039205209,-64.2322160466494
66,node6,-66.626460323283,6.587714928068,0.4432308868020005,-69.7903709366086
67,node1,-70.77908259936999,6.599040268072,0.4113254127109993,-74.70549951483807
68,node4,-66.93884983328698,6.600992333985,0.40195233824300036,-61.83663142215046
69,node2,-60.458693762536,6.63829878335,1.4006756935039997,-62.68276504510533
70,node8,-73.90549972082198,6.699768266335999,0.40195199937399906,-74.24797023792539
71,node9,-63.442082220952,6.787353744273,0.40195200077600024,-63.77038409037843
72,node1,-65.07025789578398,7.000992606174,0.40195233810200026,-71.74614810794822
73,node4,-55.146572342771,7.038298847057,0.4373065130719995,-59.56606197329114
74,node2,-59.62859933367099,7.040250976724001,0.4019521933740009,-61.42564303164479
75,node1,-67.19059434724798,7.438299119007,0.4373065128329996,-70.35953731292524
76,node5,-79.59169465142699,7.709530082035,2.8366402024669997,-75.04197883225874
77,node4,-77.16298176561298,7.804543090446001,0.7662442433890009,-65.90201585624067
78,node2,-72.32148470846998,7.838299169513,0.7980481927889995,-65.15189664088558
79,node1,-67.75377196165097,8.109530274354,0.6712311553470007,-69.5263365185397
80,node5,-65.20925811297198,8.111482390566,0.4019523085309995,-71.21536707215938
81,node6,-71.73921220254499,8.164164133906,1.5764492058380002,-69.4594121114676
82,node7,-74.39667886213097,8.383531562007,4.639652530518001,-78.2083929806919
83,node2,-65.834150485148,8.50953032292,0.6712311534069997,-65.39104033004178
84,node1,-79.43355786889998,8.511482581727,0.4019523073729996,-72.64478515204708
85,node4,-58.664632754379,8.543463111442,0.738920020995999,-63.78438449605076
86,node0,-65.572612596808,8.607785951424999,3.7940237760609996,-66.56926989045965
87,node9,-66.37580626885199,8.782363101847,1.9950093575740002,-64.36747229840158
88,node2,-58.96153689059899,8.911482629145,0.40195230622500056,-63.2588998053437
89,node3,-63.82787135977999,8.98444683165,3.239962976429,-63.04242021687054
90,node4,-62.65736435524799,8.986797508159999,0.443334396717999,-63.575684506414085
91,node0,-69.74296251567,9.076664106401,0.46887815497600016,-68.01966112543936
92,node8,-75.08733166582499,9.090120408998,2.3903521426620014,-75.31807018942682
93,node6,-66.57555302692799,9.169097444799,1.0049333108929996,-67.75112415579211
94,node5,-67.027980602815,9.28762314849,1.176140757924001,-70.42583300484257
95,node2,-63.223405574662,9.384446944206,0.4729643150609988,-63.175512341596566
96,node4,-58.701433265063,9.388749508861,0.40195200070100157,-62.15407773432772
97,node8,-74.306266339995,9.492072408265,0.4019519992670002,-75.03780119902763
98,node6,-71.376719589452,9.571049445509,0.4019520007100006,-68.74472920596581
99,node7,-67.57087281711398,9.723807524789,1.340275962782,-72.4838700296735
100,node2,-60.916581055927,9.788749628195,0.40430268398900004,-62.40868498923239
101,node4,-61.159655177483,9.892072486878,0.5033229780169997,-61.956090162034826
102,node8,-75.70141639631998,9.97104965045,0.4789772421849996,-75.41620031273426
103,node5,-63.682446706793,10.005988985974,0.718365837483999,-68.33570767576329
104,node7,-66.66717608934198,10.125759524995,0.4019520002060002,-69.93250066112005
105,node3,-66.990236451785,10.219126711344,1.2346798796939993,-65.158692023049
106,node2,-65.36300937204399,10.292072603982,0.5033229757870004,-63.224372927589435
107,node4,-72.00361013678099,10.371049730913,0.47897724403500064,-65.19221866573176
108,node5,-69.858199612649,10.48298673842,0.4769977524459996,-69.10302352993139
109,node1,-70.24326653299697,10.553862804523,2.042380222796,-72.01394524115362
110,node9,-69.17474287450699,10.609889372972,1.8275262711250004,-66.30512513554426
111,node3,-74.759258491748,10.621078712527,0.401952001183,-69.07241333510287
112,node7,-71.443681249534,10.679995958539,0.5542364335439984,-70.17832097652621
